variant_id,base_strategy,family_label,slice_name,scope_note,candidate_for_branch,final_equity,total_return_pct,CAGR,max_drawdown_pct,Sharpe,profit_factor,expectancy,win_rate,average_win,average_loss,payoff_ratio,trade_count,percent_profitable_months,top_symbol,top_symbol_pnl_share_pct,top_10pct_days_pnl_share_pct,non_extreme_day_expectancy,reached_100k_from_25k,trust_adjusted_quality_score,slice_quality_score
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_tsla_full,RS top-3 baseline on the narrowed mega-cap ex-NVDA ex-TSLA universe.,True,150503.13606501126,502.0245823440751,43.35716853038962,26.955535916797977,1.2839552494978672,2.336116975192581,64.79253281621645,65.77181208053692,172.24049049973732,-141.67609175211774,1.2157343442328739,1937,54.09836065573771,NFLX,33.33655241634312,49.029448545055246,116.14290598326103,True,0.763161,
rs_top3_native,relative_strength_vs_benchmark,RS top-3,broad_participation_only,"RS top-3 baseline broad-participation slice on ex-TSLA days with multi-symbol participation, at least two profitable symbols, at least three traded symbols, and top-symbol share at or below 60%.",False,34369.325657059075,37.477302628236295,6.59436474181212,21.887827479588918,0.4963321781248518,1.5267751101797673,29.6497647375287,60.12658227848101,142.92380118723767,-141.1602902263182,1.0124929678034245,316,31.147540983606557,NFLX,53.55154280927794,48.67901834943116,27.346780415130144,False,,
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_aapl_full,RS top-3 rerun on the narrowed mega-cap universe with `AAPL` removed.,False,144839.12987446133,479.3681045429272,42.258057714625494,22.038730652080307,1.322449389874568,2.4235432498851828,71.7170136890852,65.94853381208857,185.13867899004163,-147.95025373034179,1.2513576308390826,1671,52.459016393442624,NFLX,36.977503598925225,49.389589148632965,122.69099846572107,True,,0.767812
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_aapl_broad_participation_only,"RS top-3 rerun on the ex-AAPL universe, then filtered to honest broad-participation days only.",False,31445.535460720042,25.78214184288017,4.709780386917073,23.04403203284544,0.37961091648347317,1.3857199356922276,24.69553816367831,57.08812260536399,155.40898104682375,-149.2000242433634,1.0416149852183187,261,29.508196721311474,NFLX,75.45136000012972,49.528988628084356,21.71254062017176,False,,0.414598
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_aapl_rising_market,RS top-3 rerun on the ex-AAPL universe with the entry-day `rising_market` regime only.,False,31374.604876123605,25.49841950449443,4.662349135214039,17.45382974368446,0.45374068220672414,1.534779857841669,33.728068127638124,58.730158730158735,164.81674819066797,-152.82120734667353,1.0784939541590106,189,29.508196721311474,NFLX,52.86463537507051,51.277523670499505,18.328388217390106,False,,0.455853
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_aapl_non_extreme_2_5,RS top-3 ex-AAPL rerun with both best and worst 2.5% of days removed from the equity-path audit.,False,142537.97653016078,470.16330710658815,41.801681620732964,19.632200797930423,1.5890771737547607,2.4235432498851828,71.7170136890852,65.94853381208857,185.13867899004163,-147.95025373034179,1.2513576308390826,1671,54.09836065573771,NFLX,36.977503598925225,43.60090520188108,124.02692844984259,True,,
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_meta_full,RS top-3 rerun on the narrowed mega-cap universe with `META` removed.,False,112809.96835568968,351.248896596056,35.30070394810541,31.72560613915858,1.0897698261723867,2.1155617618696083,57.279822802145915,64.64448793215917,168.03596922060768,-145.2281866087315,1.157047906088121,1533,54.09836065573771,NFLX,50.77901594214255,49.59833598288385,91.24731620823957,True,,0.639247
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_meta_broad_participation_only,"RS top-3 rerun on the ex-META universe, then filtered to honest broad-participation days only.",False,26554.804564640042,6.219218258560177,1.2178970672457101,17.924723958338085,0.17131093401524536,1.1772833173919712,11.432386504706187,58.82352941176471,129.06216322857077,-156.61015167224318,0.82409832217438,136,22.950819672131146,NFLX,100.0,58.080904311880666,10.055836649970205,False,,0.328013
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_meta_rising_market,RS top-3 rerun on the ex-META universe with the entry-day `rising_market` regime only.,False,23556.101115198097,-5.775595539207612,-1.1865133292753405,17.019284344027252,-0.10982593812179806,0.8178828594535211,-14.15587141962651,51.9607843137255,122.34921727061968,-161.80423265601524,0.756155851192878,102,21.311475409836063,NFLX,100.0,55.49514704492313,7.297764736486329,False,,0.320818
rs_top3_native,relative_strength_vs_benchmark,RS top-3,ex_meta_non_extreme_2_5,RS top-3 ex-META rerun with both best and worst 2.5% of days removed from the equity-path audit.,False,120170.95080519388,380.6934151666897,37.02756664291784,32.17893885362285,1.526496162568241,2.1155617618696083,57.279822802145915,64.64448793215917,168.03596922060768,-145.2281866087315,1.157047906088121,1533,59.01639344262295,NFLX,50.77901594214255,45.01695457595827,92.66141223946994,True,,
