winner_id,variant,entry_mode,timeframe_min,timeframe_label,layer_id,is_baseline_layer,start_offset_min,cutoff,block_window,cost_bps_per_side,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct,baseline_layer_id,baseline_start_offset_min,baseline_cutoff,baseline_block_window,baseline_ending_equity,baseline_total_return_pct,baseline_cagr_pct,baseline_max_drawdown_pct,baseline_sharpe,baseline_profit_factor,baseline_trade_count,baseline_win_count,baseline_win_rate_pct,baseline_avg_trade_return_pct,baseline_avg_holding_bars,baseline_avg_holding_minutes,baseline_exposure_pct,delta_total_return_pct,delta_cagr_pct,delta_max_drawdown_pct,delta_sharpe,delta_profit_factor,delta_trade_count,beats_frozen_return
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_none_block_lunch_1130_1300,False,0,none,lunch_1130_1300,0.0,1.25,3.5,383148.333979478,283.14833397947797,31.243889276031744,10.716155741316491,1.9536537233326394,1.3639565473181754,1423,700,49.191848208011244,725,698,1245,0.09799917112862551,20.683766690091357,206.83766690091358,58.5356811862836,start_00_cutoff_none_block_none,0,none,none,281411.6368944062,181.41163689440623,23.296617503283112,12.397117447220174,1.4829041308457755,1.2539248201035478,1560,717,45.96153846153846,0.06976192916274586,19.412179487179486,194.12179487179486,60.26361857687159,101.73669708507174,7.947271772748632,-1.680961705903682,0.4707495924868639,0.11003172721462762,-137,True
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_none_block_lunch_1130_1300,False,0,none,lunch_1130_1300,2.0,1.25,3.5,216841.1985223021,116.84119852230208,16.960264041176853,14.525661569475613,1.1468927710907613,1.3639565473181754,1423,700,49.191848208011244,725,698,1245,0.09799917112862551,20.683766690091357,206.83766690091358,58.5356811862836,start_00_cutoff_none_block_none,0,none,none,150770.08929846933,50.77008929846934,8.66575794855744,16.722909560076694,0.6270996475217057,1.2539248201035478,1560,717,45.96153846153846,0.06976192916274586,19.412179487179486,194.12179487179486,60.26361857687159,66.07110922383274,8.294506092619413,-2.197247990601081,0.5197931235690556,0.11003172721462762,-137,True
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_00_cutoff_1445_block_none,False,0,14:45,none,0.0,0.5,4.25,247662.87640730263,147.66287640730263,20.14930001372106,8.146502998747174,1.6508815560260508,1.3092134163535118,1228,520,42.34527687296417,619,609,1245,0.07677377278378236,11.827361563517915,177.41042345276873,41.27896200185357,start_00_cutoff_none_block_none,0,none,none,243931.77838219667,143.93177838219668,19.780701778633293,8.512294073301819,1.6062196711365744,1.2868996311435759,1328,564,42.46987951807229,0.06992782914486631,11.079819277108435,166.1972891566265,41.60024714241582,3.7310980251059505,0.36859823508776657,-0.3657910745546449,0.04466188488947642,0.022313785209935988,-100,True
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_00_cutoff_1445_block_lunch_1130_1300,False,0,14:45,lunch_1130_1300,2.0,0.5,4.25,153020.1963226856,53.0201963226856,8.992076980610353,8.30376695486259,0.8811216858867054,1.3469987519967657,1015,438,43.152709359605915,503,512,1245,0.08482493494341725,12.339901477832512,185.0985221674877,35.6533827618165,start_00_cutoff_none_block_none,0,none,none,143399.6463983002,43.399646398300185,7.568927945298243,13.696692505074104,0.6768721538591594,1.2868996311435759,1328,564,42.46987951807229,0.06992782914486631,11.079819277108435,166.1972891566265,41.60024714241582,9.620549924385415,1.4231490353121101,-5.392925550211514,0.20424953202754592,0.0600991208531898,-313,True
