strategy_id,date,total_pnl_dollars,total_pnl_pct,number_of_trades,number_of_symbols_traded,winning_trades_count,losing_trades_count,biggest_winner_contribution,biggest_loser_contribution,top_symbol,top_symbol_contribution,top_symbol_pct_of_day_pnl,cumulative_equity_before_day,cumulative_equity_after_day,rolling_drawdown_before_day,rolling_drawdown_after_day,positive_symbols_count,negative_symbols_count,rising_market,falling_or_volatile,calmer,regime_primary,spy_vol_20d,volatility_bucket,gap_pct,uptrend_regime,trend_stack_regime,dominant_symbol_family,gap_bucket,day_of_week,breadth_proxy,participation_type,gap_continuation_label,strategy_label
cross_sectional_momentum,2021-04-08 00:00:00+00:00,-1.0630679323112417,-0.004252271729244967,2,1,0,2,-0.49990001999590433,-0.5631679123167994,META,-1.0630679323127037,100.00000000013752,24999.500099980003,24998.437032047692,-0.0019996000799826774,-0.006251871809237475,0,1,True,False,False,rising_market,,high_vol,0.0056006179992276195,True,True,mega_cap_tech_ex_nvda,-1% to 1%,Thursday,0.0,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-09 00:00:00+00:00,-9.511601954727666,-0.038046407818910666,3,1,0,3,-0.49990001999589256,-4.506358636195897,META,-9.511601954726641,99.99999999998921,24998.437032047692,24988.925430092964,-0.006251871809237475,-0.044298279628141035,0,1,True,False,False,rising_market,,high_vol,-0.00518334889411165,True,True,mega_cap_tech_ex_nvda,-1% to 1%,Friday,0.0,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-12 00:00:00+00:00,-22.479974657584535,-0.08991989863033814,4,1,0,4,-0.49990001999593076,-7.3360589936522045,META,-22.47997465758595,100.00000000000628,24988.925430092964,24966.44545543538,-0.044298279628141035,-0.1342181782584828,0,1,True,False,False,rising_market,,high_vol,-0.004515400741816,True,True,mega_cap_tech_ex_nvda,-1% to 1%,Monday,0.0,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-13 00:00:00+00:00,-58.063293784318375,-0.2322531751372735,6,2,0,6,-0.49990001999580247,-14.311040877804755,META,-57.56339376432018,99.13904295223912,24966.44545543538,24908.38216165106,-0.1342181782584828,-0.36647135339575865,0,2,True,False,False,rising_market,,high_vol,0.0021349550365530323,True,True,mega_cap_tech_ex_nvda,-1% to 1%,Tuesday,0.0,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-14 00:00:00+00:00,-342.67918354138965,-1.3707167341655586,8,2,0,8,-0.49990001999585293,-63.925833759079445,META,-278.2534497623156,81.19940256852732,24908.38216165106,24565.70297810967,-0.36647135339575865,-1.7371880875613144,0,2,True,False,False,rising_market,,high_vol,-0.007938315385366157,True,True,mega_cap_tech_ex_nvda,-1% to 1%,Wednesday,0.0,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-15 00:00:00+00:00,518.9872604303964,2.075949041721586,10,2,8,2,141.0479059043836,-0.49990001999582856,NVDA,277.9885484664087,53.56365553864899,24565.70297810967,25084.690238540068,-1.7371880875613144,0.0,2,0,True,False,False,rising_market,,high_vol,0.02493438320209962,True,True,NVDA,1% to 3%,Thursday,1.0,multi_symbol_driven,broad_continuation,Cross-sectional momentum
cross_sectional_momentum,2021-04-16 00:00:00+00:00,-203.38827290960035,-0.8135530916384014,11,2,0,11,-0.4999000199959325,-37.722114369777316,NVDA,-110.68651308667323,54.421285703069955,25084.690238540068,24881.301965630468,0.0,-0.8108063961543954,0,2,True,False,False,rising_market,,high_vol,-0.005590062111801242,True,True,NVDA,-1% to 1%,Friday,0.0,multi_symbol_driven,broad_continuation,Cross-sectional momentum
cross_sectional_momentum,2021-04-19 00:00:00+00:00,-572.4843430333567,-2.289937372133427,11,2,0,11,-31.456950530841176,-90.2050561016404,NVDA,-350.11386394891963,61.15693262348656,24881.301965630468,24308.81762259711,-0.8108063961543954,-3.093012544962215,0,2,True,False,False,rising_market,,high_vol,-0.023314429741650877,True,True,NVDA,-3% to -1%,Monday,0.0,multi_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-20 00:00:00+00:00,-97.63080515885304,-0.39052322063541217,11,2,7,4,3.410413128529143,-31.161746653293932,NVDA,-120.94842572780853,123.88346642334443,24308.81762259711,24211.186817438258,-3.093012544962215,-3.482217291883327,1,1,True,False,False,rising_market,,high_vol,-0.001958224543081033,True,True,NVDA,-1% to 1%,Tuesday,0.5,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-21 00:00:00+00:00,54.40789873834365,0.21763159495337459,11,2,4,7,31.161746653293932,-9.73215453751088,NVDA,120.94842572780853,222.29938764860043,24211.186817438258,24265.5947161766,-3.482217291883327,-3.2653204587115403,1,1,True,False,True,rising_market,0.10210185132398682,low_vol,-0.0033046926635823537,True,True,NVDA,-1% to 1%,Wednesday,0.5,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-22 00:00:00+00:00,-604.4624843073834,-2.4178499372295335,11,2,0,11,-39.58265897998429,-83.64468838515758,NVDA,-324.6510374799078,53.709046617161945,24265.5947161766,23661.13223186922,-3.2653204587115403,-5.6750073177451394,0,2,True,False,True,rising_market,0.10708527719898088,low_vol,0.0013054830287206887,True,True,NVDA,-1% to 1%,Thursday,0.0,multi_symbol_driven,broad_continuation,Cross-sectional momentum
cross_sectional_momentum,2021-04-23 00:00:00+00:00,527.834561353462,2.111338245413848,11,2,11,0,68.88386102307096,36.847271977302626,NVDA,267.35967792463003,50.65217352177017,23661.13223186922,24188.96679322268,-5.6750073177451394,-3.570797314216778,2,0,True,False,True,rising_market,0.11015792730531547,low_vol,0.006076975016880537,True,True,NVDA,-1% to 1%,Friday,1.0,multi_symbol_driven,broad_continuation,Cross-sectional momentum
cross_sectional_momentum,2021-04-26 00:00:00+00:00,241.16838256067422,0.9646735302426969,11,2,11,0,34.44193051153534,15.20553363255496,NVDA,133.67983896231445,55.43008479923055,24188.96679322268,24430.135175783354,-3.570797314216778,-2.609380688110141,2,0,True,False,True,rising_market,0.10033003161979588,low_vol,-0.005252790544977071,True,True,NVDA,-1% to 1%,Monday,1.0,multi_symbol_driven,broad_continuation,Cross-sectional momentum
cross_sectional_momentum,2021-04-27 00:00:00+00:00,-33.514776168754906,-0.13405910467501964,11,2,7,4,4.4085828246846015,-16.400919291207323,NVDA,-63.65706617253075,189.9373155649383,24430.135175783354,24396.6203996146,-2.609380688110141,-2.7429871861376243,1,1,True,False,True,rising_market,0.1002742700086195,low_vol,0.006476683937823857,True,True,NVDA,-1% to 1%,Tuesday,0.5,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-28 00:00:00+00:00,135.3957923429516,0.5415831693718064,11,2,7,4,29.113282804519336,-16.400919291207316,META,199.05285851548388,147.01554241160736,24396.6203996146,24532.01619195755,-2.7429871861376243,-2.2032324949079474,1,1,True,False,True,rising_market,0.09896985163478801,low_vol,0.012946917637685518,True,True,mega_cap_tech_ex_nvda,1% to 3%,Wednesday,0.5,one_symbol_driven,mixed_day,Cross-sectional momentum
cross_sectional_momentum,2021-04-29 00:00:00+00:00,1296.1673683189438,5.1846694732757745,12,2,11,1,184.99411702071723,-0.49990001999576616,META,1264.3388352326797,97.54441178938613,24532.01619195755,25828.183560276495,-2.2032324949079474,0.0,2,0,True,False,True,rising_market,0.09963374194660442,low_vol,0.07495159649525807,True,True,mega_cap_tech_ex_nvda,>=3%,Thursday,1.0,one_symbol_driven,major_gap_reaction,Cross-sectional momentum
