entry_time,exit_time,mode,side,entry_price,exit_price,gross_price_return_pct,net_trade_return_pct,bars_held,entry_reason,exit_reason,cost_bps_per_side,equity_after_trade
2022-05-23 10:45:00-04:00,2022-05-23 10:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,290.26,288.8087,-0.5000000000000011,-0.5397960200000052,1,bias_change,stop_loss,2.0,126345.45207735134
2022-05-23 12:30:00-04:00,2022-05-23 13:00:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,292.9,291.4355,-0.4999999999999955,-0.539796019999994,3,bias_change,stop_loss,2.0,125663.44435558679
2022-05-24 10:00:00-04:00,2022-05-24 12:00:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,284.76,286.18379999999996,-0.49999999999999,-0.539796019999983,9,bias_change,stop_loss,2.0,124985.11808436044
2022-05-24 12:30:00-04:00,2022-05-24 12:30:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,286.0547,284.6244265,-0.4999999999999994,-0.5397960200000052,1,bias_change,stop_loss,2.0,124310.45339134875
2022-05-24 13:00:00-04:00,2022-05-24 13:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,285.26,286.68629999999996,-0.49999999999998923,-0.5397960199999718,4,bias_change,stop_loss,2.0,123639.43051149833
2022-05-24 14:00:00-04:00,2022-05-24 14:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,286.29,284.85855000000004,-0.4999999999999944,-0.5397960199999718,4,bias_change,stop_loss,2.0,122972.02978644663
2022-05-25 10:45:00-04:00,2022-05-25 11:30:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,289.86,288.4107,-0.49999999999999784,-0.539796019999994,4,bias_change,stop_loss,2.0,122308.23166394618
2022-05-25 15:30:00-04:00,2022-05-25 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,292.35,290.88825,-0.4999999999999983,-0.539796019999994,2,bias_change,stop_loss,2.0,121648.01669729182
2022-05-26 10:00:00-04:00,2022-05-26 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,295.4,299.31,1.3236289776574222,1.2831035790115353,24,bias_change,session_close,2.0,123208.88675333132
2022-05-27 10:00:00-04:00,2022-05-27 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,305.26,309.2321,1.3012186332962103,1.26070219789165,24,bias_change,session_close,2.0,124762.1838966284
