winner_id,variant,entry_mode,timeframe_min,timeframe_label,layer_id,is_baseline_layer,start_offset_min,cutoff,trend_filter,cost_bps_per_side,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct,bullish_signal_count,bearish_signal_count
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_none_trend_none,False,30,none,none,2.0,1.25,3.5,135433.98445951898,35.433984459518975,6.331746481561806,17.873507158687286,0.4904879236526874,1.2314753819410884,1517,703,46.34146341463415,769,748,1245,0.06334945510086426,19.35398813447594,193.5398813447594,58.37503861600247,11816,7888
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_30_cutoff_none_trend_vwap,False,30,none,vwap,2.0,0.5,4.25,134749.91375081436,34.74991375081436,6.2228173490674665,11.305453941633225,0.5914645329603302,1.2807052460167119,1144,480,41.95804195804196,554,590,1245,0.06882166025299577,11.352272727272727,170.2840909090909,36.713005869632376,6455,4597
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_30_cutoff_1430_trend_none,False,30,14:30,none,2.0,0.5,4.25,134463.07993134722,34.46307993134723,6.1770116149175935,10.177942712601308,0.5883526558608551,1.272561134958769,1157,483,41.745894554883314,573,584,1245,0.06845735987303896,11.866897147796024,178.00345721694038,39.02069817732468,6455,4597
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_30_cutoff_1430_trend_vwap,False,30,14:30,vwap,2.0,0.5,4.25,134029.8888477426,34.029888847742605,6.107685505035909,9.423853855709286,0.5969505025958082,1.2826217800822672,1032,430,41.66666666666667,495,537,1245,0.07125002308547755,12.313953488372093,184.7093023255814,36.16620327463701,6455,4597
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_30_cutoff_none_trend_none,False,30,none,none,2.0,0.5,4.25,132724.95048192848,32.724950481928474,5.897762890489133,14.977360901116665,0.5540028688104254,1.2654379838047412,1285,542,42.17898832684825,646,639,1245,0.06475628084194014,10.912062256809339,163.68093385214007,39.58294717330862,6455,4597
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_none_trend_ema10,False,0,none,ema10,2.0,1.25,3.5,131964.93720693237,31.964937206932365,5.7747415059226315,18.671781009879474,0.4627175632509367,1.2216456611142739,1481,692,46.72518568534774,741,740,1245,0.062130783305103555,20.0067521944632,200.067521944632,58.94140665225003,11816,7888
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_none_trend_vwap,False,30,none,vwap,2.0,1.25,3.5,131825.56913557768,31.82556913557768,5.752121074451266,16.038696857921785,0.46074492550225576,1.2206636197787764,1407,660,46.908315565031984,709,698,1245,0.06312816617318312,20.570717839374556,205.70717839374555,57.53269488209247,11816,7888
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1430_trend_vwap,False,0,14:30,vwap,2.0,1.25,3.5,131739.7526036633,31.739752603663305,5.738182949384285,12.292618618622742,0.47007953895114074,1.2149267459937638,1309,616,47.05882352941176,652,657,1245,0.06481635021804828,22.350649350649352,223.5064935064935,58.28853877046648,11816,7888
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1430_trend_none,False,30,14:30,none,2.0,1.25,3.5,131183.73193370234,31.18373193370234,5.6476994586458495,15.365794462954163,0.45665159550770473,1.2202637781409849,1381,638,46.198406951484436,696,685,1245,0.06324068892543788,21.049239681390297,210.49239681390299,57.8931109051591,11816,7888
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_00_cutoff_none_trend_vwap_ema10,False,0,none,vwap_ema10,2.0,0.5,4.25,130743.76078133995,30.743760781339958,5.575884137997034,12.331068388433541,0.5499091036560732,1.2742577156600958,1097,470,42.844120328167726,523,574,1245,0.06706574956060025,11.329990884229717,169.94986326344576,35.11584800741427,6455,4597
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_00_cutoff_1430_trend_vwap_ema10,False,0,14:30,vwap_ema10,2.0,0.5,4.25,130665.51316390824,30.665513163908244,5.563091805344467,10.713314004957597,0.5616683883597431,1.277266584235427,989,421,42.568250758341755,468,521,1245,0.06979349690536761,12.29221435793731,184.38321536905966,34.58140253320976,6455,4597
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_30_cutoff_1430_trend_ema10,False,30,14:30,ema10,2.0,0.5,4.25,129766.02290171584,29.76602290171584,5.415597813503759,13.791371783398375,0.5482191780612048,1.2698346007319257,1035,440,42.51207729468599,491,544,1245,0.0679421984065452,12.014492753623188,180.2173913043478,35.33209762125425,6455,4597
