timeframe_min,timeframe_label,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct,bullish_signal_count,bearish_signal_count,bar_count
10,10m,0.75,2.0,239828.7450967399,139.82874509673994,19.370131327755335,16.243458258679865,1.3745040525858907,1.1979685242911484,1871,840,44.89577765900588,916,955,1245,0.04921112015181734,15.47300908605024,154.7300908605024,57.02193388940376,1442,1702,48555
10,10m,1.5,3.0,238915.06701346778,138.9150670134678,19.277942209375887,15.662961714092827,1.3165922631192197,1.199555378524258,1806,827,45.79180509413068,891,915,1245,0.05108604835807876,16.782945736434108,167.82945736434107,60.38513026464833,1442,1702,48555
10,10m,2.0,4.0,238179.42839357464,138.17942839357463,19.203512513100286,16.896342758775738,1.2917929698791657,1.1984534484220106,1799,823,45.74763757643135,889,910,1245,0.05124627981720769,16.87604224569205,168.7604224569205,60.533415714138606,1442,1702,48555
10,10m,0.5,1.5,237284.15153813845,137.28415153813845,19.11268334412355,16.29527263756192,1.4459449810670426,1.1977708091229191,2003,838,41.8372441337993,975,1028,1245,0.04508441824655735,12.90164752870694,129.0164752870694,49.914529914529915,1442,1702,48555
10,10m,0.75,3.0,235806.91106961417,135.80691106961416,18.962212416368107,15.930494323462263,1.3278664855662765,1.1969292454547076,1844,824,44.68546637744035,906,938,1245,0.049138603382866505,15.79880694143167,157.9880694143167,57.47296879827001,1442,1702,48555
10,10m,1.0,2.0,235633.91536297026,135.63391536297024,18.944542027133405,16.223888218528558,1.3239334320154765,1.192919303565803,1846,845,45.774647887323944,905,941,1245,0.04903586529690522,16.156554712892742,161.56554712892742,59.110287303058385,1442,1702,48555
10,10m,1.5,2.0,235273.96413678207,135.27396413678207,18.90774215608002,16.58431915337196,1.313695795127456,1.1925517460267152,1834,844,46.0196292257361,901,933,1245,0.04934648840775648,16.43947655398037,164.3947655398037,59.981464318813714,1442,1702,48555
10,10m,1.0,3.0,234462.6569984291,134.4626569984291,18.824632629232283,15.726334787173668,1.2965986319803724,1.1947689317391506,1818,828,45.54455445544555,895,923,1245,0.049653573803862074,16.494499449944996,164.94499449944996,59.520131809288436,1442,1702,48555
10,10m,2.0,2.0,232599.75866283965,132.59975866283966,18.63292754424737,17.34958471874668,1.2731480640962036,1.189784470107695,1833,844,46.04473540643753,900,933,1245,0.04877702029219977,16.46262956901255,164.6262956901255,60.07002368448151,1442,1702,48555
10,10m,2.0,3.0,230089.76868591947,130.0897686859195,18.37268624075574,16.67613560847816,1.250251029060723,1.1900574366733698,1806,827,45.79180509413068,891,915,1245,0.04904289739681127,16.79512735326689,167.9512735326689,60.459272989393476,1442,1702,48555
10,10m,0.75,1.5,228014.00410808073,128.01400410808074,18.15575024031475,18.060525982030008,1.3208972167563608,1.1816553676504369,1926,872,45.27518172377986,936,990,1245,0.045065473718895493,14.800103842159917,148.00103842159916,55.95510246112656,1442,1702,48555
10,10m,1.5,1.5,227570.8984110354,127.57089841103539,18.109237845653283,16.26390131240434,1.2752450807651559,1.1807548798150818,1883,876,46.521508231545404,919,964,1245,0.046175058123071745,15.789166224110462,157.89166224110463,58.98877561528164,1442,1702,48555
10,10m,1.0,1.5,225987.120288154,125.987120288154,17.942397382916496,16.367276572622814,1.2806164330742624,1.1790676985718078,1897,878,46.28360569319979,924,973,1245,0.04539422934159046,15.503426462836057,155.03426462836057,58.119658119658126,1442,1702,48555
5,5m,0.5,4.0,224275.1338318492,124.2751338318492,17.76099882921116,15.369367626195752,1.2012486668870825,1.1301805575346795,3359,1370,40.78594819886871,1641,1718,1245,0.025647533278232913,21.004763322417386,105.02381661208693,70.81865925239418,2932,3500,97110
10,10m,2.0,1.5,221854.3267255635,121.85432672556348,17.502600740443985,17.269855883874207,1.2219190151393953,1.1746889921168415,1883,876,46.521508231545404,919,964,1245,0.04485592420662082,15.80138077535847,158.0138077535847,59.07115642055402,1442,1702,48555
5,5m,0.5,3.0,219960.30652341532,119.96030652341534,17.29885945342069,15.223213490428112,1.1813222478346146,1.1267163706804357,3366,1371,40.730837789661315,1643,1723,1245,0.02500741887810394,20.948009506833035,104.74004753416517,70.75996292863763,2932,3500,97110
5,5m,0.5,1.5,219437.12411798016,119.43712411798018,17.24233372942534,15.980810060180307,1.1679010092373616,1.1211410627132434,3476,1410,40.563866513233606,1685,1791,1245,0.024087757605272635,19.920886075949365,99.60443037974683,69.27916795386675,2932,3500,97110
5,5m,0.5,2.0,219219.6768489949,119.21967684899491,17.218808645003094,15.334136899889007,1.1726779396129705,1.1248189733098939,3398,1387,40.81812831077104,1657,1741,1245,0.024619364359251036,20.66539140670983,103.32695703354915,70.41396354649366,2932,3500,97110
5,5m,0.25,1.5,215718.24868206767,115.71824868206768,16.83741072928089,15.392580170878322,1.300549018310204,1.1347209830424265,3868,1226,31.69596690796277,1863,2005,1245,0.02090456121468272,14.150465356773527,70.75232678386763,53.220059726083825,2932,3500,97110
