template_key,family,final_equity,total_return_pct,CAGR,max_drawdown_pct,Sharpe,profit_factor,expectancy,win_rate,average_win,average_loss,payoff_ratio,trade_count,percent_profitable_months,top_symbol,top_symbol_pnl_share_pct,top_10pct_days_pnl_share_pct
relative_strength_vs_benchmark,Momentum / Relative-Strength Family,246108.30379177188,884.4332151670875,58.22308732464763,46.37138362695909,1.352144159272457,2.309019905268424,82.68822131330276,64.3979057591623,226.4922426751968,-177.4278761501233,1.276531329741893,2674,55.73770491803278,NVDA,44.61038292422742,56.45173562648683
cross_sectional_momentum,Momentum / Relative-Strength Family,228570.5436611294,814.2821746445176,55.89357033675135,43.75507109331842,1.3447877409444475,2.4854731643082033,91.94694835642696,64.85998193315267,237.1945819132055,-176.14508478950358,1.3465864358160042,2214,54.09836065573771,NVDA,48.870663335209734,58.2795834784672
down_streak_exhaustion,Down Streak Exhaustion,31116.040555460037,24.464162221840134,4.488718261199942,5.930546643874612,0.8090240930939258,1.812499845793933,26.476366040952552,50.21645021645021,117.61617684400647,-65.45596485604099,1.7968748471232956,231,47.540983606557376,META,27.023376445435616,90.78176253697015
