winner_id,variant,entry_mode,timeframe_min,timeframe_label,layer_id,is_baseline_layer,start_offset_min,cutoff,block_window,cost_bps_per_side,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_none_block_none,True,0,none,none,0.0,1.25,3.5,281411.6368944062,181.41163689440623,23.296617503283112,12.397117447220174,1.4829041308457755,1.2539248201035478,1560,717,45.96153846153846,783,777,1245,0.06976192916274586,19.412179487179486,194.12179487179486,60.26361857687159
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1330_block_lunch_1130_1230,False,0,13:30,lunch_1130_1230,0.0,1.25,3.5,277758.34724822943,177.7583472482294,22.970942386009384,12.140350785819521,1.5405912494242489,1.297137731816693,1215,583,47.983539094650205,609,606,1245,0.08808859053347315,23.649382716049384,236.49382716049385,57.316445268252494
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_none_block_lunch_1130_1230,False,30,none,lunch_1130_1230,0.0,1.25,3.5,276971.8495638664,176.9718495638664,22.900382967737354,13.532831239835696,1.52566492795914,1.271858485938464,1434,690,48.11715481171548,729,705,1245,0.07449575379254564,20.007670850767084,200.07670850767084,57.01369580887653
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1330_block_lunch_1130_1300,False,15,13:30,lunch_1130_1300,0.0,1.25,3.5,271846.13627349876,171.8461362734988,22.436581347444108,11.112524328288476,1.5354388569030364,1.3065429862822322,1151,567,49.26151172893136,588,563,1245,0.09090326044943746,24.422241529105126,244.22241529105125,56.04572134692617
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_45_cutoff_none_block_lunch_1130_1230,False,45,none,lunch_1130_1230,0.0,1.25,3.5,268982.07902904245,168.98207902904244,22.174380946064343,15.10622170365683,1.553906962571178,1.295323581705162,1334,651,48.800599700149924,689,645,1245,0.07740883534908263,19.910044977511244,199.10044977511245,52.7051796931315
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_1415_block_lunch_1130_1300,False,60,14:15,lunch_1130_1300,0.0,1.25,3.5,268522.84840471117,168.52284840471117,22.13213211205234,13.407521563561552,1.6691100109297912,1.367174800928371,1043,545,52.25311601150528,555,488,1245,0.09823775208465375,23.2032598274209,232.03259827420902,48.07949747708784
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_1500_block_lunch_1130_1300,False,60,15:00,lunch_1130_1300,0.0,1.25,3.5,266563.62809389574,166.56362809389574,21.951235456926966,14.748988546372189,1.6087952526503326,1.3342049398308884,1153,591,51.25758889852558,616,537,1245,0.08837845243518516,21.39722463139636,213.97224631396358,48.9362578519205
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_1430_block_lunch_1130_1300,False,60,14:30,lunch_1130_1300,0.0,1.25,3.5,265162.65877915843,165.16265877915842,21.821231282647723,12.393558462952258,1.6639128528476423,1.345419375348499,1095,567,51.78082191780822,584,511,1245,0.09250259927860899,22.328767123287673,223.28767123287673,48.53877046648131
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_1445_block_lunch_1130_1300,False,60,14:45,lunch_1130_1300,0.0,1.25,3.5,264491.7301481935,164.49173014819348,21.758777779447968,13.654932065208769,1.6480979889547183,1.340863426447217,1113,573,51.482479784366575,593,520,1245,0.09079492566359958,22.037735849056602,220.37735849056602,48.68293687570796
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1430_block_lunch_1130_1230,False,15,14:30,lunch_1130_1230,0.0,1.25,3.5,264341.0044146987,164.3410044146987,21.744730070564987,12.190969412166785,1.4749598849415047,1.2656798322327245,1330,636,47.81954887218045,669,661,1245,0.07682340679068127,21.839097744360902,218.39097744360902,57.851920502522916
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_1400_block_lunch_1130_1300,False,60,14:00,lunch_1130_1300,0.0,1.25,3.5,262801.9729911498,162.8019729911498,21.60092472481059,12.599479838454586,1.6324922296713866,1.3614671134867042,1031,540,52.376333656644036,547,484,1245,0.09725592830059315,23.3811833171678,233.811833171678,47.90031922562043
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1400_block_lunch_1130_1230,False,15,14:00,lunch_1130_1230,0.0,1.25,3.5,262428.4620205518,162.4284620205518,21.565923027646882,11.383432748671307,1.4495901205323465,1.2745872934749671,1269,610,48.06934594168637,635,634,1245,0.07983343124654026,22.652482269503547,226.52482269503548,57.295850066934406
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1415_block_lunch_1130_1230,False,15,14:15,lunch_1130_1230,0.0,1.25,3.5,261928.71411363504,161.92871411363507,21.51902947249753,11.861696884163397,1.4490367326408362,1.2732061258845209,1280,615,48.046875,642,638,1245,0.07899689313424728,22.52265625,225.2265625,57.45237359695191
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1500_block_lunch_1130_1230,False,15,15:00,lunch_1130_1230,0.0,1.25,3.5,260873.09957943353,160.87309957943353,21.419741450014882,12.971283595372608,1.4087213534754148,1.2547371154657432,1385,657,47.43682310469314,700,685,1245,0.0728722536583871,21.111913357400724,211.11913357400724,58.20203892493049
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1415_block_lunch_1200_1330,False,0,14:15,lunch_1200_1330,0.0,1.25,3.5,260725.0658468437,160.7250658468437,21.40579222156194,11.241030779067717,1.4643815010112358,1.2754091139434487,1263,614,48.614410134600156,637,626,1245,0.07970718188605051,23.01741884402217,230.1741884402217,57.954896509113375
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1330_block_lunch_1130_1300,False,30,13:30,lunch_1130_1300,0.0,1.25,3.5,260653.28360798277,160.65328360798276,21.399025902088486,11.957042814659758,1.5003381539200298,1.3039895886740087,1120,558,49.82142857142857,577,543,1245,0.08950974142415347,24.4875,244.875,54.6555452579549
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1445_block_lunch_1130_1230,False,15,14:45,lunch_1130_1230,0.0,1.25,3.5,259921.87792818755,159.92187792818754,21.329997462217044,13.51162181646549,1.4412181934611252,1.258884823541795,1347,641,47.58723088344469,678,669,1245,0.0746129092078824,21.615441722345953,216.15441722345952,57.9816702708269
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1400_block_lunch_1200_1330,False,0,14:00,lunch_1200_1330,0.0,1.25,3.5,259166.49733625795,159.16649733625798,21.258543505116002,11.056614153383427,1.4555708811139931,1.2743814168374068,1252,607,48.48242811501598,630,622,1245,0.07993039994300635,23.1517571884984,231.51757188498402,57.79425393883225
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1445_block_lunch_1200_1330,False,0,14:45,lunch_1200_1330,0.0,1.25,3.5,258979.65589405163,158.97965589405163,21.2408439322485,12.287670259026907,1.4502445524953895,1.2601442259945075,1336,642,48.05389221556886,677,659,1245,0.07495948334047287,22.006736526946106,220.06736526946105,58.56245494799711
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1500_block_lunch_1200_1330,False,0,15:00,lunch_1200_1330,0.0,1.25,3.5,258911.92555713095,158.91192555713096,21.234425292126758,12.069238796591087,1.429069071907377,1.2547523748233063,1376,657,47.747093023255815,701,675,1245,0.0728010514822057,21.45203488372093,214.5203488372093,58.77046648130986
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1430_block_lunch_1200_1330,False,0,14:30,lunch_1200_1330,0.0,1.25,3.5,258577.08809023802,158.577088090238,21.202673865747677,12.287670259026939,1.4544034231748988,1.2620815692256788,1317,635,48.21564160971906,667,650,1245,0.07590670487964038,22.258921791951405,222.58921791951406,58.4038718978478
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_45_cutoff_1330_block_lunch_1130_1300,False,45,13:30,lunch_1130_1300,0.0,1.25,3.5,258304.7407537644,158.3047407537644,21.176823959231285,10.248023357383085,1.5760065499832054,1.3459268698726952,1018,517,50.785854616895875,536,482,1245,0.09697950845766752,24.76620825147348,247.66208251473478,50.18432705179693
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1430_block_none,False,0,14:30,none,0.0,1.25,3.5,258097.45951021046,158.09745951021048,21.15713524248728,11.627459948845864,1.405599631027293,1.2440486168467173,1424,653,45.85674157303371,710,714,1245,0.07025424392236714,21.065308988764045,210.65308988764045,59.78992894655545
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1415_block_none,False,0,14:15,none,0.0,1.25,3.5,258079.63207294146,158.07963207294145,21.155441305169397,11.664264022101134,1.3935311162809083,1.2519815368771645,1377,634,46.04212055192448,682,695,1245,0.0725694190675204,21.639796659404503,216.39796659404504,59.421274842961594
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1430_block_lunch_1130_1230,False,30,14:30,lunch_1130_1230,0.0,1.25,3.5,255047.41974032723,155.04741974032723,20.865957346736906,11.915476499064892,1.4454065660284257,1.2638034799165134,1299,626,48.19091608929946,658,641,1245,0.07577233355152951,21.843725943033103,218.43725943033104,56.486458655133355
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1500_block_lunch_1130_1230,False,30,15:00,lunch_1130_1230,0.0,1.25,3.5,254804.084485239,154.804084485239,20.842607470069872,13.24989894836428,1.401605435574249,1.2558187981109594,1355,648,47.82287822878229,689,666,1245,0.07262939342239853,21.09520295202952,210.9520295202952,56.86335083925446
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1500_block_none,False,0,15:00,none,0.0,1.25,3.5,254316.15843553736,154.31615843553735,20.795733601033774,12.882642067078676,1.3450430013485948,1.2341082200491313,1478,674,45.6021650879567,741,737,1245,0.06673636955537217,20.418132611637347,204.18132611637347,60.117392647513135
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1400_block_none,False,0,14:00,none,0.0,1.25,3.5,254093.17345031383,154.09317345031383,20.77428809188242,11.664264022101156,1.3700200232429354,1.2480089315730722,1366,627,45.900439238653,675,691,1245,0.0720177802229418,21.76866764275256,217.6866764275256,59.303882195448466
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1445_block_none,False,0,14:45,none,0.0,1.25,3.5,254021.20758314215,154.02120758314214,20.767363593790144,11.627459948845875,1.3756547865016473,1.2381386334514588,1441,658,45.66273421235253,719,722,1245,0.06832995398365549,20.86537126995142,208.65371269951422,59.91967871485944
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1400_block_lunch_1130_1230,False,30,14:00,lunch_1130_1230,0.0,1.25,3.5,253588.91191167117,153.58891191167118,20.725735489829077,11.952160623496532,1.4248406865862449,1.2736026462079832,1238,601,48.546042003231015,624,614,1245,0.07892655725541041,22.676090468497577,226.76090468497577,55.92420965914941
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1445_block_lunch_1130_1230,False,30,14:45,lunch_1130_1230,0.0,1.25,3.5,253406.35716466556,153.40635716466556,20.70813930012434,12.256547961146758,1.427230254635058,1.259505203790371,1317,632,47.98785117691723,667,650,1245,0.07426394670306775,21.6044039483675,216.04403948367502,56.630625064360004
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_45_cutoff_1415_block_lunch_1130_1230,False,45,14:15,lunch_1130_1230,0.0,1.25,3.5,253379.30694417405,153.37930694417406,20.70553110825255,12.938381502650586,1.5107913865376852,1.3077042686762212,1149,569,49.521322889469104,592,557,1245,0.0844602456026202,22.655352480417754,226.55352480417753,51.78663371434455
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_1415_block_lunch_1130_1230,False,30,14:15,lunch_1130_1230,0.0,1.25,3.5,253105.99734147018,153.10599734147016,20.679166033569096,11.952160623496566,1.4242818570029132,1.2721790981694012,1249,606,48.51881505204163,631,618,1245,0.07807724326835468,22.54283426741393,225.4283426741393,56.08073318916692
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_60_cutoff_none_block_lunch_1130_1230,False,60,none,lunch_1130_1230,0.0,1.25,3.5,252351.5928137409,152.3515928137409,20.606273645658234,19.486507091624482,1.489379980443985,1.2885933326754497,1284,639,49.76635514018692,674,610,1245,0.07526455506608318,19.597352024922117,195.97352024922117,49.86098239110287
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_none_block_none,False,15,none,none,0.0,1.25,3.5,249726.20532416168,149.7262053241617,20.351239780756703,12.003221684852662,1.323860538822407,1.2261899757449402,1549,711,45.90058102001291,780,769,1245,0.06246182801816374,19.365397030342155,193.65397030342154,59.67459581917414
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_none_block_lunch_1200_1330,False,15,none,lunch_1200_1330,0.0,1.25,3.5,249114.8342165407,149.11483421654071,20.29154354110032,12.625480865725047,1.3933827298011483,1.2393585333752652,1449,692,47.757073844030366,738,711,1245,0.06644418659508343,20.244306418219463,202.44306418219463,58.31325301204819
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_30_cutoff_none_block_none,False,30,none,none,0.0,1.25,3.5,248475.68909083068,148.47568909083066,20.229010292006034,11.446525177581336,1.3406980571812588,1.2314753819410884,1517,703,46.34146341463415,769,748,1245,0.06334945510086426,19.35398813447594,193.5398813447594,58.37503861600247
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_00_cutoff_1445_block_none,False,0,14:45,none,0.0,0.5,4.25,247662.87640730263,147.66287640730263,20.14930001372106,8.146502998747174,1.6508815560260508,1.3092134163535118,1228,520,42.34527687296417,619,609,1245,0.07677377278378236,11.827361563517915,177.41042345276873,41.27896200185357
uncontested_15m_hybrid,active_uncontested_session_reset,hybrid_reentry_once,15,15m,start_15_cutoff_1445_block_none,False,15,14:45,none,0.0,0.5,4.25,247662.87640730263,147.66287640730263,20.14930001372106,8.146502998747174,1.6508815560260508,1.3092134163535118,1228,520,42.34527687296417,619,609,1245,0.07677377278378236,11.827361563517915,177.41042345276873,41.27896200185357
