strategy_id,family,cluster_dimension,cluster_value,trade_count,expectancy,payoff_ratio,win_rate,average_MFE,average_MAE,drawdown_contribution,profit_concentration,stability_across_subperiods,hotspot_score
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,trend_alignment,trend_not_aligned,287,101.04519938974825,1.608925708014805,0.5679442508710801,0.14611702332143586,-0.09061402382939762,26009.904932198722,55009.87715705647,0.6666666666666666,613.7675847427222
cross_sectional_momentum_rep_user_subset_5y,Momentum / Relative-Strength Family,vol_bucket,mid_vol,814,109.7068727883068,1.6682156762344134,0.6744471744471745,0.09670368511176528,-0.0598400299126444,36359.92126887874,125661.31571856047,0.5,613.3910645039464
ma_regime_continuation_rep_user_subset_5y,Breakout / Trend-Continuation Family,day_of_week,Thursday,55,127.03158510638879,1.962954773763132,0.7454545454545455,0.08819714588678676,-0.060271089638572764,1471.3091879850622,8458.046368836447,0.6,602.2503921960212
cross_sectional_momentum_rep_user_subset_5y,Momentum / Relative-Strength Family,day_of_week,Friday,446,99.31305368378588,1.425005713775525,0.6524663677130045,0.11231971697868673,-0.06679260336430778,26438.6923705281,70732.3143134966,0.6666666666666666,575.7628514576097
dse_exact_user_subset_5y,Down Streak Exhaustion,symbol,META,28,73.39796084334496,3.046431821870214,0.6071428571428571,0.060201905497684664,-0.029889924984588822,554.2274378834163,2609.3703414970755,0.75,564.7002676007521
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,vol_bucket,mid_vol,981,105.33657989009633,1.5394174606701982,0.6748216106014271,0.09505456861604221,-0.0610857885028575,47084.97297853159,150420.1578507161,0.5,558.5976266876596
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,side,long,2674,82.68822131330275,1.276531329741893,0.643979057591623,0.10256061142902952,-0.06772250605684163,168911.3380949174,390019.6418866889,0.6666666666666666,555.3345487232156
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,time_of_day_bucket,daily_session,2674,82.68822131330275,1.276531329741893,0.643979057591623,0.10256061142902952,-0.06772250605684163,168911.3380949174,390019.6418866889,0.6666666666666666,555.3345487232156
cross_sectional_momentum_rep_user_subset_5y,Momentum / Relative-Strength Family,gap_bucket,-1% to 1%,1533,83.76527992310743,1.3541120579802042,0.6386170906718852,0.09954854554083459,-0.06460574365959389,92189.43142124766,220601.60554337132,0.6666666666666666,554.7087852942423
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,holding_bucket,11-30d,2238,84.4182151497709,1.2743333493463196,0.647899910634495,0.10164365771510447,-0.06794136930445151,140477.04740564094,329405.01291082817,0.6666666666666666,553.2169318474464
dse_exact_user_subset_5y,Down Streak Exhaustion,gap_bucket,-3% to -1%,48,70.42004889287722,2.313578775819162,0.6041666666666666,0.06463844994460766,-0.03301499015931409,1335.371821112677,4715.5341679707835,0.8333333333333334,528.3870274142193
cross_sectional_momentum_rep_user_subset_5y,Momentum / Relative-Strength Family,day_of_week,Wednesday,456,92.64858172636451,1.3717835448855216,0.6425438596491229,0.11011365149228636,-0.06786628377123144,28821.45173096179,71069.20499818402,0.6666666666666666,518.9395234297147
breakout_consolidation_rep_user_subset_5y,Breakout / Trend-Continuation Family,trend_alignment,trend_not_aligned,72,88.34150650685562,1.7059047585124456,0.75,0.07091826162754347,-0.028101163817024925,1544.6891267519006,7905.277595245504,0.8,517.2653288167808
pullback_in_trend_rep_user_subset_5y,Pullback in Trend Family,symbol,NVDA,437,95.46460161349616,1.3242412143495594,0.631578947368421,0.12864521312813995,-0.0950640322267457,32845.53809117974,74563.56899627755,0.6666666666666666,512.6019487817912
relative_strength_vs_benchmark_rep_user_subset_5y,Momentum / Relative-Strength Family,gap_bucket,-1% to 1%,1889,77.45849497704397,1.2901008480114426,0.641079936474325,0.09325606863357185,-0.06315948067000371,112182.50293248764,258501.5999441237,0.6666666666666666,502.59973374309243
