strategy_id,strategy_label,slice_name,scope_note,final_equity,total_return_pct,CAGR,max_drawdown_pct,Sharpe,profit_factor,expectancy,win_rate,average_win,average_loss,payoff_ratio,trade_count,percent_profitable_months,top_symbol,top_symbol_pnl_share_pct,top_10pct_days_pnl_share_pct,non_extreme_day_expectancy,reached_100k_from_25k
down_streak_exhaustion,Down Streak Exhaustion,etf_only,native trades restricted to SPY / QQQ / IWM,25954.488941055148,3.817955764220593,0.7545944472829635,2.68954987887029,0.5455666247572023,1.7424577820755078,13.443506212044356,56.33802816901409,56.00172573440052,-41.470325429705525,1.3504047811085187,71,22.950819672131146,IWM,58.32685788813827,55.58414347248459,3.4763867225230003,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,native_baseline,native full-signal baseline on the 9-symbol user subset,231224.29397947813,824.8971759179126,56.255040874375936,43.39485766039874,1.4174542653043711,2.3633977691278174,90.21185213450477,64.30446194225722,243.18497165824053,-185.36472347810744,1.3119269249036047,2286,55.73770491803278,NVDA,49.79648864466682,51.80671357603469,161.58687676472834,True
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,ex_nvda_full,native trades with NVDA removed ex post,127582.14266826925,410.328570673077,38.68223636101726,46.12778692345366,1.1231545150643483,1.8896364029060428,60.87960989214797,63.14540059347181,204.78391407833288,-185.68106587935077,1.1028798930494856,1685,55.73770491803278,NFLX,39.75631630614333,53.00576807261177,72.78254550027864,True
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,rising_market,entry day in SPY-tagged rising_market regime,143422.2219044703,473.68888761788116,41.97717186482757,50.77252179124433,1.0902402225028873,2.033746631851817,71.9454568070901,62.51518833535844,226.4125883980446,-185.6666637878729,1.219457407048174,1646,44.26229508196721,NVDA,60.946003345447295,52.18682365484231,110.82974191320055,True
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,rising_market_ex_nvda,entry day in rising_market regime with NVDA removed ex post,69360.24470905188,177.44097883620756,22.720296496923574,57.298157220794124,0.6937065806421006,1.5226699148865677,38.01220626311209,60.83976006855184,182.01779496478207,-185.71638887514985,0.9800847198636077,1167,45.90163934426229,META,66.62731338127767,56.56989040698457,37.38107046133006,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,calmer,entry day in SPY-tagged calmer / low-vol regime,125555.6678519091,402.2226714076364,38.237443489809955,32.8057161517486,1.0809548962476618,2.1767817901007476,72.29019974975486,62.257368799424874,214.7868155104985,-162.76136072415753,1.3196425401880978,1391,37.704918032786885,NVDA,56.883320643794164,53.72479743967804,107.58624601037015,True
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,calmer_ex_nvda,entry day in calmer / low-vol regime with NVDA removed ex post,65890.3621155548,163.5614484622192,21.46312620724251,35.89648296378402,0.7674313509301043,1.646830865806565,41.938832939030505,60.2051282051282,177.3540530939155,-162.9290387901383,1.088535563769927,975,42.62295081967213,META,49.59270673359281,55.146920700300065,46.21727291693262,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,strong_momentum_participation,entry day in rising_market with participation_score in the top quartile of rising-market days,58288.14971274124,133.15259885096492,18.511970148026858,79.95197893437745,0.5697333662163007,1.9685664052393,63.04573809231297,59.46969696969697,215.46695580454238,-160.6003477097433,1.34163442904844,528,27.86885245901639,NFLX,34.31918249135318,57.783062314969804,97.28474862468883,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,strong_momentum_participation_ex_nvda,strong momentum participation entry day with NVDA removed ex post,52860.056279533106,111.44022511813243,16.210306967787048,64.59623133598012,0.5701507949447701,2.063068270030492,70.17646418018413,60.70528967254408,224.34551448560552,-167.99495327883216,1.335430083505215,397,29.508196721311474,NFLX,41.00573499667741,60.9231460078696,67.71171008225015,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,megacap_ex_nvda,native trades restricted to mega-cap tech ex-NVDA symbols present in the user subset,129123.28486662885,416.4931394665154,39.01673768834204,46.34432157519264,1.1285751190985385,1.9306877917334697,64.27363263372156,63.888888888888886,208.696681917531,-191.24406994532595,1.0912583170667436,1620,54.09836065573771,NFLX,39.89606561772147,52.903919412557066,75.95584071757982,True
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,megacap_ex_nvda_supportive,mega-cap tech ex-NVDA trades restricted to rising_market entry days,70430.04230802471,181.72016923209884,23.09774474563431,57.85931407345439,0.6991944281187448,1.5490884579924513,40.56253777502198,61.42857142857143,186.2895983405284,-191.52129942189566,0.972683450367353,1120,44.26229508196721,META,66.62731338127767,56.168437313721675,39.43563797683003,False
relative_strength_vs_benchmark::reduced_selection_top3,RS top-3,etf_only,native trades restricted to SPY / QQQ / IWM,23458.857801640406,-6.164568793438374,-1.268492064518767,10.789967617330776,-0.22357978730186848,0.5507084940102928,-23.709879974763012,44.61538461538462,65.13857912763994,-95.28224980725427,0.6836381304955359,65,16.39344262295082,QQQ,100.0,63.239946289383376,-1.2361864112431815,False
