entry_time,exit_time,mode,side,entry_price,exit_price,gross_price_return_pct,net_trade_return_pct,bars_held,entry_reason,exit_reason,cost_bps_per_side,equity_after_trade
2021-04-08 10:00:00-04:00,2021-04-08 15:30:00-04:00,active,long,335.15,335.14,-0.0029837386244937806,-0.0429785452483844,12,bullish_fvg_active,session_close,2.0,103219.66229219771
2021-04-09 10:00:00-04:00,2021-04-09 15:30:00-04:00,active,long,334.44,337.1,0.7953594067695327,0.7550452948211994,12,bullish_fvg_active,session_close,2.0,103999.01749566529
2021-04-12 10:00:00-04:00,2021-04-12 15:30:00-04:00,active,long,335.6,336.68,0.3218116805721049,0.28168696877235444,12,bullish_fvg_active,session_close,2.0,104291.96917560186
2021-04-13 10:00:00-04:00,2021-04-13 15:30:00-04:00,active,long,339.82,340.62,0.23541875110352878,0.19532859301982786,12,bullish_fvg_active,session_close,2.0,104495.68121162524
2021-04-14 10:00:00-04:00,2021-04-14 14:30:00-04:00,active,long,340.62,337.645,-0.8734073160707012,-0.9130539880805699,9,bullish_fvg_active,reverse_open,2.0,103541.57922695053
2021-04-14 14:30:00-04:00,2021-04-14 15:00:00-04:00,active,short,337.645,336.51,0.33615187549052733,0.2960214281864104,1,bearish_fvg_active,reverse_open,2.0,103848.0844885449
2021-04-14 15:00:00-04:00,2021-04-14 15:30:00-04:00,active,long,336.51,336.49,-0.005943359781278954,-0.04593698267510993,2,bullish_fvg_active,session_close,2.0,103800.37981196497
2021-04-15 10:00:00-04:00,2021-04-15 15:30:00-04:00,active,long,340.125,341.59,0.43072399852994486,0.39055572615949163,12,bullish_fvg_active,session_close,2.0,104205.77813909591
2021-04-16 10:00:00-04:00,2021-04-16 15:30:00-04:00,active,long,340.34,341.99,0.48480930833873015,0.44461940400777333,12,bullish_fvg_active,session_close,2.0,104669.09724879963
2021-04-19 10:00:00-04:00,2021-04-19 11:00:00-04:00,active,long,341.12,339.41,-0.5012898686679115,-0.5410853727720211,2,bullish_fvg_active,reverse_open,2.0,104102.74807377385
2021-04-19 11:00:00-04:00,2021-04-19 11:30:00-04:00,active,short,339.41,339.38,0.008838867446459904,-0.031160667746965576,1,bearish_fvg_active,reverse_open,2.0,104070.30896233112
2021-04-19 11:30:00-04:00,2021-04-19 15:30:00-04:00,active,long,339.38,338.89,-0.14438092993105342,-0.18431918333431385,9,bullish_fvg_active,session_close,2.0,103878.48741875826
2021-04-20 10:00:00-04:00,2021-04-20 11:30:00-04:00,active,long,338.92,335.215,-1.0931783311696097,-1.132737103564263,3,bullish_fvg_active,reverse_open,2.0,102701.81724914465
2021-04-20 11:30:00-04:00,2021-04-20 15:30:00-04:00,active,short,335.215,336.32,-0.3296391867905727,-0.36950334430141396,9,bearish_fvg_active,session_close,2.0,102322.33059975073
2021-04-21 10:00:00-04:00,2021-04-21 11:30:00-04:00,active,short,336.45,337.5401,-0.32400059444196966,-0.36386700716420917,3,bearish_fvg_active,reverse_open,2.0,101950.01339773675
2021-04-21 11:30:00-04:00,2021-04-21 15:30:00-04:00,active,long,337.5401,339.3,0.5213899030070845,0.48118536790147104,9,bullish_fvg_active,session_close,2.0,102440.58194478025
2021-04-22 10:00:00-04:00,2021-04-22 14:00:00-04:00,active,long,338.4,334.77,-1.0726950354609917,-1.1122620003546024,8,bullish_fvg_active,reverse_open,2.0,101301.17427886634
2021-04-22 14:00:00-04:00,2021-04-22 15:30:00-04:00,active,short,334.77,335.22,-0.13442064701139453,-0.1743628841294198,4,bearish_fvg_active,session_close,2.0,101124.54262973674
2021-04-23 10:00:00-04:00,2021-04-23 10:30:00-04:00,active,short,337.13,337.22,-0.02669593331950044,-0.06668125601398955,1,bearish_fvg_active,reverse_open,2.0,101057.11151457283
2021-04-23 10:30:00-04:00,2021-04-23 15:30:00-04:00,active,long,337.22,339.43,0.6553585196607494,0.6151004024672169,11,bullish_fvg_active,session_close,2.0,101678.71421422072
2021-04-26 10:00:00-04:00,2021-04-26 15:30:00-04:00,active,long,339.64,341.63,0.5859144977034534,0.545684155340953,12,bullish_fvg_active,session_close,2.0,102233.55884704212
2021-04-27 10:00:00-04:00,2021-04-27 10:30:00-04:00,active,long,340.18,340.3,0.0352754424128416,-0.004734666353090056,1,bullish_fvg_active,reverse_open,2.0,102228.71842912982
2021-04-27 10:30:00-04:00,2021-04-27 11:00:00-04:00,active,short,340.3,339.98,0.0940346752865099,0.05400106517778891,1,bearish_fvg_active,reverse_open,2.0,102283.92302599915
2021-04-27 11:00:00-04:00,2021-04-27 15:30:00-04:00,active,long,339.98,340.07,0.026472145420311483,-0.013534442378959621,10,bullish_fvg_active,session_close,2.0,102270.07946737425
2021-04-28 10:00:00-04:00,2021-04-28 15:30:00-04:00,active,long,340.64,338.74,-0.5577736026303362,-0.5975465155002357,12,bullish_fvg_active,session_close,2.0,101658.96817111764
2021-04-29 10:00:00-04:00,2021-04-29 12:30:00-04:00,active,long,340.5,337.63,-0.8428781204111615,-0.8825370028781143,5,bullish_fvg_active,reverse_open,2.0,100761.79016026344
2021-04-29 12:30:00-04:00,2021-04-29 13:00:00-04:00,active,short,337.63,338.48,-0.2517548796019379,-0.2916501877202826,1,bearish_fvg_active,reverse_open,2.0,100467.91821011071
2021-04-29 13:00:00-04:00,2021-04-29 15:30:00-04:00,active,long,338.48,340.22,0.5140628692980409,0.4738612647128493,6,bullish_fvg_active,session_close,2.0,100943.9967579718
