mode,timeframe_min,timeframe_label,cost_bps_per_side,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct,bullish_event_count,bearish_event_count,bullish_active_bars,bearish_active_bars,bar_count
event,10,10m,0.0,0.25,4.0,285875.3869820409,185.87538698204088,23.689995643124572,11.345880686349208,1.8427307012130862,1.312006941369426,2104,646,30.70342205323194,1020,1084,1245,0.051596007975363074,9.566539923954373,95.66539923954373,37.59654000617856,1442,1702,34242,14063,48555
event,10,10m,0.0,0.25,3.0,275230.07045961777,175.2300704596178,22.743551293452448,10.987071233199119,1.8252757408403573,1.2999007588265097,2110,649,30.75829383886256,1022,1088,1245,0.049559605184701025,9.524644549763034,95.24644549763033,37.516218721037994,1442,1702,34242,14063,48555
event,10,10m,0.0,0.25,2.0,266071.67270808364,166.07167270808364,21.905646243725574,12.07164623904693,1.8192000250568208,1.2854541995654687,2139,657,30.715287517531557,1030,1109,1245,0.047201801323315994,9.297802711547453,92.97802711547453,37.001338688085674,1442,1702,34242,14063,48555
event,10,10m,0.0,0.5,4.0,260754.92508673467,160.75492508673466,21.408606368206897,13.495272502564271,1.5099528057842126,1.229197872967461,1913,792,41.40094093047569,943,970,1245,0.05247799865377852,13.930475692629377,139.30475692629378,51.82782411698075,1442,1702,34242,14063,48555
event,10,10m,0.0,0.5,2.0,256358.32650628508,156.35832650628507,20.991444042932784,13.296793255938633,1.5393385419765568,1.2220462169389892,1946,812,41.726618705035975,955,991,1245,0.050492090112488466,13.581706063720452,135.81706063720452,51.28411080218309,1442,1702,34242,14063,48555
event,10,10m,0.0,0.25,1.5,251352.64149194938,151.3526414919494,20.509484634152876,10.76548099474569,1.7714482141885763,1.2630652064730463,2188,675,30.850091407678242,1045,1143,1245,0.043434170192469264,8.81581352833638,88.15813528336379,35.62557924003707,1442,1702,34242,14063,48555
event,10,10m,0.0,0.5,3.0,250907.4953496804,150.90749534968037,20.466255302189886,13.495272502564326,1.4745028360178407,1.219468932522071,1919,795,41.427826993225636,945,974,1245,0.050211723327390406,13.870766023970818,138.7076602397082,51.74750283184019,1442,1702,34242,14063,48555
event,10,10m,0.0,1.5,4.0,247315.012835521,147.315012835521,20.11512223160823,15.88584646627158,1.3569156056705183,1.2080489543688302,1799,823,45.74763757643135,889,910,1245,0.053297380782215464,16.863813229571985,168.63813229571986,60.459272989393476,1442,1702,34242,14063,48555
event,10,10m,0.0,0.75,4.0,243902.6917165425,143.9026917165425,19.777810671053974,16.073956866356333,1.3652774520066793,1.2050151340176725,1838,820,44.613710554951034,904,934,1245,0.051235619017239636,15.865070729053318,158.65070729053318,57.545052002883324,1442,1702,34242,14063,48555
event,10,10m,0.0,1.0,4.0,243245.42151839903,143.24542151839904,19.712406998287157,15.949052057875846,1.337330500989089,1.2037995757439202,1811,824,45.499723909442295,893,918,1245,0.05196619940713865,16.574820541137495,165.74820541137495,59.59839357429719,1442,1702,34242,14063,48555
event,10,10m,0.0,0.75,2.0,239828.7450967399,139.82874509673994,19.370131327755335,16.243458258679865,1.3745040525858907,1.1979685242911484,1871,840,44.89577765900588,916,955,1245,0.04921112015181734,15.47300908605024,154.7300908605024,57.02193388940376,1442,1702,34242,14063,48555
event,10,10m,0.0,1.5,3.0,238915.06701346778,138.9150670134678,19.277942209375887,15.662961714092827,1.3165922631192197,1.199555378524258,1806,827,45.79180509413068,891,915,1245,0.05108604835807876,16.782945736434108,167.82945736434107,60.38513026464833,1442,1702,34242,14063,48555
event,10,10m,0.0,2.0,4.0,238179.42839357464,138.17942839357463,19.203512513100286,16.896342758775738,1.2917929698791657,1.1984534484220106,1799,823,45.74763757643135,889,910,1245,0.05124627981720769,16.87604224569205,168.7604224569205,60.533415714138606,1442,1702,34242,14063,48555
event,10,10m,0.0,0.5,1.5,237284.15153813845,137.28415153813845,19.11268334412355,16.29527263756192,1.4459449810670426,1.1977708091229191,2003,838,41.8372441337993,975,1028,1245,0.04508441824655735,12.90164752870694,129.0164752870694,49.914529914529915,1442,1702,34242,14063,48555
event,10,10m,0.0,0.75,3.0,235806.91106961417,135.80691106961416,18.962212416368107,15.930494323462263,1.3278664855662765,1.1969292454547076,1844,824,44.68546637744035,906,938,1245,0.049138603382866505,15.79880694143167,157.9880694143167,57.47296879827001,1442,1702,34242,14063,48555
event,10,10m,0.0,1.0,2.0,235633.91536297026,135.63391536297024,18.944542027133405,16.223888218528558,1.3239334320154765,1.192919303565803,1846,845,45.774647887323944,905,941,1245,0.04903586529690522,16.156554712892742,161.56554712892742,59.110287303058385,1442,1702,34242,14063,48555
event,10,10m,0.0,1.5,2.0,235273.96413678207,135.27396413678207,18.90774215608002,16.58431915337196,1.313695795127456,1.1925517460267152,1834,844,46.0196292257361,901,933,1245,0.04934648840775648,16.43947655398037,164.3947655398037,59.981464318813714,1442,1702,34242,14063,48555
event,10,10m,0.0,1.0,3.0,234462.6569984291,134.4626569984291,18.824632629232283,15.726334787173668,1.2965986319803724,1.1947689317391506,1818,828,45.54455445544555,895,923,1245,0.049653573803862074,16.494499449944996,164.94499449944996,59.520131809288436,1442,1702,34242,14063,48555
event,10,10m,0.0,2.0,2.0,232599.75866283965,132.59975866283966,18.63292754424737,17.34958471874668,1.2731480640962036,1.189784470107695,1833,844,46.04473540643753,900,933,1245,0.04877702029219977,16.46262956901255,164.6262956901255,60.07002368448151,1442,1702,34242,14063,48555
active,10,10m,0.0,0.25,3.0,230624.09924567523,130.6240992456752,18.428275843029972,14.136477433769867,1.1446841593075503,1.1031427975781618,5689,1755,30.849006855334853,3491,2198,1245,0.01585270729995159,8.27597117243804,82.7597117243804,87.9147358665431,1442,1702,34242,14063,48555
active,10,10m,0.0,0.25,4.0,230265.3739706868,130.2653739706868,18.390966856687285,14.122159877331397,1.1406553812581086,1.1038102514612147,5657,1745,30.84673855400389,3480,2177,1245,0.015940376513663913,8.3227859289376,83.227859289376,87.98681907115642,1442,1702,34242,14063,48555
event,10,10m,0.0,2.0,3.0,230089.76868591947,130.0897686859195,18.37268624075574,16.67613560847816,1.250251029060723,1.1900574366733698,1806,827,45.79180509413068,891,915,1245,0.04904289739681127,16.79512735326689,167.9512735326689,60.459272989393476,1442,1702,34242,14063,48555
event,10,10m,0.0,0.75,1.5,228014.00410808073,128.01400410808074,18.15575024031475,18.060525982030008,1.3208972167563608,1.1816553676504369,1926,872,45.27518172377986,936,990,1245,0.045065473718895493,14.800103842159917,148.00103842159916,55.95510246112656,1442,1702,34242,14063,48555
event,10,10m,0.0,1.5,1.5,227570.8984110354,127.57089841103539,18.109237845653283,16.26390131240434,1.2752450807651559,1.1807548798150818,1883,876,46.521508231545404,919,964,1245,0.046175058123071745,15.789166224110462,157.89166224110463,58.98877561528164,1442,1702,34242,14063,48555
active,10,10m,0.0,0.25,1.5,226408.13100240132,126.40813100240132,17.98683882899985,14.846552623968655,1.1311228022842088,1.092816299951692,6142,1893,30.82057961576034,3708,2434,1245,0.014327755808892152,7.665581243894497,76.65581243894496,86.91380908248378,1442,1702,34242,14063,48555
event,10,10m,0.0,1.0,1.5,225987.120288154,125.987120288154,17.942397382916496,16.367276572622814,1.2806164330742624,1.1790676985718078,1897,878,46.28360569319979,924,973,1245,0.04539422934159046,15.503426462836057,155.03426462836057,58.119658119658126,1442,1702,34242,14063,48555
