session_date,equity
2021-03-09,99637.24311751919
2021-03-10,98498.14766419641
2021-03-11,98498.14766419641
2021-03-12,97862.1848679994
2021-03-15,96460.67528431257
2021-03-16,96250.9793519764
2021-03-17,94907.05045121248
2021-03-18,95321.64836464143
2021-03-19,95510.55230210979
2021-03-22,96120.92075556681
2021-03-23,94706.51252819403
2021-03-24,95890.07744748937
2021-03-25,96377.77362804166
2021-03-26,97449.58263733902
2021-03-29,94912.2150639132
2021-03-30,94912.2150639132
2021-03-31,94912.2150639132
2021-04-01,95094.00595238977
2021-04-05,95790.86644143744
2021-04-06,95790.86644143744
2021-04-07,95952.20116974722
2021-04-08,95952.20116974722
2021-04-09,95952.20116974722
2021-04-12,95605.16223804213
2021-04-13,95904.79539207624
2021-04-14,95786.59851160187
2021-04-15,96102.77553167108
2021-04-16,95856.83967483297
2021-04-19,95903.24840798993
2021-04-20,95906.20403582703
2021-04-21,96462.83805083882
2021-04-22,96691.02624847366
2021-04-23,97447.59822460944
2021-04-26,97447.59822460944
2021-04-27,97440.12096240265
2021-04-28,96977.44150387695
2021-04-29,96903.02515042754
2021-04-30,96093.59072430951
2021-05-03,95742.1309248238
2021-05-04,96033.16379549068
2021-05-05,95193.20656395445
2021-05-06,94396.81587465537
2021-05-07,94347.76720054868
2021-05-10,95747.29086603592
2021-05-11,96250.92367901323
2021-05-12,96683.73089118989
2021-05-13,96345.23261288028
2021-05-14,97002.2252839075
2021-05-17,96540.19069883984
2021-05-18,96055.80247799068
2021-05-19,95056.40347939714
2021-05-20,95934.35109738866
2021-05-21,96150.46357487237
2021-05-24,96591.28918643565
2021-05-25,96591.28918643565
2021-05-26,96591.28918643565
2021-05-27,96591.28918643565
2021-05-28,96591.28918643565
2021-06-01,96654.08348016885
2021-06-02,96654.08348016885
2021-06-03,96189.5291957877
2021-06-04,96678.10960471437
2021-06-07,96678.10960471437
2021-06-08,96917.09242336788
2021-06-09,96917.09242336788
2021-06-10,97003.73092508434
2021-06-11,97003.73092508434
2021-06-14,97003.73092508434
2021-06-15,97003.73092508434
2021-06-16,96463.55814076903
2021-06-17,96856.89764623286
2021-06-18,96677.45741539108
2021-06-21,96556.64895513146
2021-06-22,96556.64895513146
2021-06-23,96266.11771111355
2021-06-24,96266.11771111355
2021-06-25,96266.11771111355
2021-06-28,96640.21044881118
2021-06-29,96640.21044881118
2021-06-30,96640.21044881118
2021-07-01,96640.21044881118
2021-07-02,96640.21044881118
2021-07-06,96421.5169383703
2021-07-07,95991.48228790602
2021-07-08,95776.9406720198
2021-07-09,95929.96218326062
2021-07-12,95929.96218326062
2021-07-13,95666.02272169378
2021-07-14,95751.42239613264
2021-07-15,96233.43487532414
2021-07-16,96564.74039384467
2021-07-19,96057.37163345798
2021-07-20,97288.14051169764
2021-07-21,96621.01114952157
2021-07-22,96941.97330338602
2021-07-23,96941.97330338602
2021-07-26,96941.97330338602
2021-07-27,97030.66267440292
2021-07-28,97487.56733697091
2021-07-29,97246.90722489868
2021-07-30,97240.02465047229
2021-08-02,96931.20181001941
2021-08-03,96143.84898586631
2021-08-04,96143.84898586631
2021-08-05,96143.84898586631
2021-08-06,96143.84898586631
2021-08-09,96143.84898586631
2021-08-10,96100.15551363853
2021-08-11,96100.15551363853
2021-08-12,96118.55562352485
2021-08-13,96118.55562352485
2021-08-16,96188.96590119074
2021-08-17,96255.27555647842
2021-08-18,96255.27555647842
2021-08-19,95220.93528905434
2021-08-20,95315.03472843011
2021-08-23,95958.28836898853
2021-08-24,95887.86858010683
2021-08-25,95887.86858010683
2021-08-26,95382.98061162181
2021-08-27,95382.873807142
2021-08-30,95881.71451266902
2021-08-31,95681.63029846708
2021-09-01,95681.63029846708
2021-09-02,95347.60894075426
2021-09-03,95379.4604741861
2021-09-07,95379.4604741861
2021-09-08,95368.84320390844
2021-09-09,94738.41382384581
2021-09-10,95720.65346147359
2021-09-13,95374.66945510221
2021-09-14,95371.65048276444
2021-09-15,95371.65048276444
2021-09-16,95573.48769937742
2021-09-17,96079.05790591653
2021-09-20,96221.43838431839
2021-09-21,95832.11209123496
2021-09-22,96126.73456186177
2021-09-23,96199.21437686456
2021-09-24,95590.73893864006
2021-09-27,95081.68743926621
2021-09-28,96005.78181331107
2021-09-29,94103.99770452362
2021-09-30,93328.96833801996
2021-10-01,93764.15671097196
2021-10-04,94436.08585039979
2021-10-05,95270.02875901309
2021-10-06,95651.46612460633
2021-10-07,95421.27832193421
2021-10-08,94921.50269845263
2021-10-11,94853.46851344526
2021-10-12,93883.04955448143
2021-10-13,94133.12909555137
2021-10-14,94679.15360582636
2021-10-15,94952.65653946572
2021-10-18,95832.76046334786
2021-10-19,95993.86442882092
2021-10-20,95680.62227266202
2021-10-21,95680.62227266202
2021-10-22,95614.21772848212
2021-10-25,95614.21772848212
2021-10-26,94675.33233216901
2021-10-27,93687.95069576356
2021-10-28,93344.79157772125
2021-10-29,93344.79157772125
2021-11-01,93344.79157772125
2021-11-02,92797.84179386198
2021-11-03,93038.7293621807
2021-11-04,93511.03132162882
2021-11-05,92884.65392627238
2021-11-08,92884.65392627238
2021-11-09,92901.4958054456
2021-11-10,93460.00267934638
2021-11-11,93460.00267934638
2021-11-12,93491.31203814635
2021-11-15,93226.03362093477
2021-11-16,93623.30036842647
2021-11-17,93449.55216462948
2021-11-18,93617.6266583555
2021-11-19,93617.6266583555
2021-11-22,94499.23898195867
2021-11-23,93336.57785635811
2021-11-24,93072.58121318897
2021-11-29,92752.84323875037
2021-11-30,92366.58271664938
2021-12-01,94822.5461600459
2021-12-02,94846.32381004158
2021-12-03,95591.09808355075
2021-12-06,96015.16993620184
2021-12-07,96532.26181501932
2021-12-08,96532.26181501932
2021-12-09,97586.39947340384
2021-12-10,96170.5591357412
2021-12-13,96723.98416085052
2021-12-14,97962.43378756719
2021-12-15,101139.00183092657
2021-12-16,102548.73967689187
2021-12-17,101863.20635953559
2021-12-20,101467.6898252969
2021-12-21,101518.75023739488
2021-12-22,102500.7604981867
2021-12-23,102910.8091502431
2021-12-27,103725.86752674925
2021-12-28,103684.38132877326
2021-12-29,103587.96486163177
2021-12-30,102744.83956695414
2021-12-31,102744.83956695414
2022-01-03,101600.51564780698
2022-01-04,102178.52611942223
2022-01-05,104607.6222470745
2022-01-06,102940.01929210838
2022-01-07,102801.9476701814
2022-01-10,104109.17546973302
2022-01-11,102609.88772657115
2022-01-12,102412.4080437876
2022-01-13,104648.19409931943
2022-01-14,103008.6901203209
2022-01-18,101872.13200971257
2022-01-19,101134.25006102712
2022-01-20,103015.38380225294
2022-01-21,103347.22902080326
2022-01-24,109419.4499007091
2022-01-25,108586.37606316588
2022-01-26,110555.92875545523
2022-01-27,110028.20521208589
2022-01-28,111535.68500930461
2022-01-31,114142.93145493025
2022-02-01,114627.79699140524
2022-02-02,113451.78642743776
2022-02-03,114204.71311804553
2022-02-04,114945.69732349465
2022-02-07,114246.90665057277
2022-02-08,115182.44374357762
2022-02-09,115932.92627506885
2022-02-10,114792.40949300617
2022-02-11,115810.7536080003
2022-02-14,115285.1895334005
2022-02-15,115018.934778531
2022-02-16,115379.85874187251
2022-02-17,117231.69521896953
2022-02-18,116952.81390603627
2022-02-22,116205.67257136467
2022-02-23,119475.19072490447
2022-02-24,120859.84608074986
2022-02-25,121879.23205587208
2022-02-28,119859.05486026686
2022-03-01,121050.43363543371
2022-03-02,120652.81420377055
2022-03-03,122535.86741610801
2022-03-04,121692.0684038033
2022-03-07,124784.4402402615
2022-03-08,120937.09479224245
2022-03-09,120874.29419408436
2022-03-10,121107.4510246289
2022-03-11,123091.72156381373
2022-03-14,124754.48477622573
2022-03-15,126204.36561247468
2022-03-16,127938.2373464868
2022-03-17,125934.22484494455
2022-03-18,128147.92809620628
2022-03-21,127374.30200422106
2022-03-22,128799.1204970403
2022-03-23,127544.76306698343
2022-03-24,128675.69856948318
2022-03-25,127792.07553415751
2022-03-28,124985.72051049653
2022-03-29,125401.95974818405
2022-03-30,125622.61211146563
2022-03-31,126601.05759149446
2022-04-01,126609.84214019371
2022-04-04,128306.93221687664
2022-04-05,129263.9242918525
2022-04-06,126417.17219566675
2022-04-07,127282.34744278902
2022-04-08,126811.01010856527
2022-04-11,128353.8822895398
2022-04-12,126609.2114475401
2022-04-13,128130.79794356745
2022-04-14,130278.00605132758
2022-04-18,128047.52335056334
2022-04-19,129488.98870190895
2022-04-20,128901.3456456061
2022-04-21,130641.25014569356
2022-04-22,132802.23799900926
2022-04-25,132395.67118103927
2022-04-26,135370.44604456762
2022-04-27,131297.0309695892
2022-04-28,130228.9071430824
2022-04-29,134082.1254130629
2022-05-02,133364.70421158106
2022-05-03,131727.41625908363
2022-05-04,135984.6850080564
2022-05-05,140059.30382509826
2022-05-06,138412.47721111524
2022-05-09,139497.55051672165
2022-05-10,137024.75962843988
2022-05-11,138883.86981500057
2022-05-12,133290.16490483438
2022-05-13,136113.26699628087
2022-05-16,133949.26150992225
2022-05-17,130899.16421981274
2022-05-18,133696.18078662932
2022-05-19,132069.77665497363
2022-05-20,134487.8806109867
2022-05-23,136736.01253233376
2022-05-24,131973.97231289736
2022-05-25,132608.44345880282
2022-05-26,134844.02809370542
2022-05-27,136772.51651192014
2022-05-31,134853.2302223816
2022-06-01,134018.4766578452
2022-06-02,134495.5371183216
