variant_id,base_strategy,scenario,final_equity,total_return_pct,CAGR,max_drawdown_pct,Sharpe,profit_factor,daily_expectancy,edge_stays_positive
rs_top3_native,relative_strength_vs_benchmark,remove_best_1pct,82644.16261209623,230.58326079153213,27.112108859852913,57.18029272698969,0.752430848205239,0.0,51.6524754588676,True
rs_top3_native,relative_strength_vs_benchmark,remove_best_2_5pct,-3395.519993085254,-113.58235156505376,0.0,122.25668281104612,-0.6027281601767595,0.0,-25.884703731162492,False
rs_top3_native,relative_strength_vs_benchmark,remove_best_5pct,-106537.64205155105,-526.1590896837024,0.0,318.21366983955295,0.5735444535810809,0.0,-123.3936604611173,False
rs_top3_native,relative_strength_vs_benchmark,remove_best_and_worst_2_5pct,154298.15159025186,517.2049479916412,44.075235463328454,30.950297724606667,1.4659468631677415,0.0,121.4067151082177,True
csm_native,cross_sectional_momentum,remove_best_1pct,68471.52526000307,173.88610104001225,22.40318138466961,63.494861511211354,0.6526969693910092,0.0,40.13991252077845,True
csm_native,cross_sectional_momentum,remove_best_2_5pct,-13981.529025591648,-155.9261161023666,0.0,165.30106857986374,0.7307674064139541,0.0,-36.63677539999215,False
csm_native,cross_sectional_momentum,remove_best_5pct,-117067.25008235403,-568.2690003294161,0.0,409.884676856934,0.4436043196811894,0.0,-137.52879969250162,False
csm_native,cross_sectional_momentum,remove_best_and_worst_2_5pct,153114.92639635358,512.4597055854143,43.85230578347554,27.012272780983114,1.4972771105238118,0.0,124.14237053910229,True
