entry_time,exit_time,mode,side,entry_price,exit_price,gross_price_return_pct,net_trade_return_pct,bars_held,entry_reason,exit_reason,cost_bps_per_side,equity_after_trade
2021-03-09 13:20:00-05:00,2021-03-09 15:50:00-05:00,event,long,312.8,312.01800000000003,-0.24999999999999434,-0.2898960100000014,16,bullish_fvg,stop_loss,2.0,99710.10399
2021-03-10 10:40:00-05:00,2021-03-10 10:40:00-05:00,event,short,311.29,312.068225,-0.24999999999998826,-0.2898960099999792,1,bearish_fvg,stop_loss,2.0,99421.04837696617
2021-03-10 13:00:00-05:00,2021-03-10 13:00:00-05:00,event,long,312.77,311.988075,-0.25000000000000033,-0.2898960100000125,1,bullish_fvg,stop_loss,2.0,99132.83072462116
2021-03-10 15:00:00-05:00,2021-03-10 15:20:00-05:00,event,long,312.49,311.708775,-0.250000000000002,-0.2898960100000014,3,bullish_fvg,stop_loss,2.0,98845.44860375042
2021-03-12 09:50:00-05:00,2021-03-12 09:50:00-05:00,event,short,313.58,314.36395,-0.2500000000000014,-0.2898960100000014,1,bearish_fvg,stop_loss,2.0,98558.89959218155
2021-03-12 10:30:00-05:00,2021-03-12 10:40:00-05:00,event,short,312.27,313.05067499999996,-0.24999999999999165,-0.2898960099999903,2,bearish_fvg,stop_loss,2.0,98273.18127476392
2021-03-12 11:10:00-05:00,2021-03-12 11:20:00-05:00,event,short,312.19,312.97047499999996,-0.24999999999998945,-0.2898960100000014,2,bearish_fvg,stop_loss,2.0,97988.29124334831
2021-03-15 11:40:00-04:00,2021-03-15 11:40:00-04:00,event,short,314.5,315.28625,-0.24999999999999858,-0.2898960100000014,1,bearish_fvg,stop_loss,2.0,97704.22709676667
2021-03-16 09:40:00-04:00,2021-03-16 12:40:00-04:00,event,long,321.19,322.26,0.3331361499423996,0.29300690880786906,18,bullish_fvg,reverse_open,2.0,97990.50723235753
2021-03-16 12:40:00-04:00,2021-03-16 13:10:00-04:00,event,short,322.26,323.06564999999995,-0.2499999999999868,-0.2898960099999792,4,bearish_fvg,stop_loss,2.0,97706.43666171219
2021-03-16 14:40:00-04:00,2021-03-16 15:00:00-04:00,event,short,319.73,320.52932500000003,-0.2500000000000032,-0.2898960100000014,3,bearish_fvg,stop_loss,2.0,97423.1896003167
2021-03-17 09:50:00-04:00,2021-03-17 10:10:00-04:00,event,short,317.76,318.5544,-0.24999999999999875,-0.2898960099999903,3,bearish_fvg,stop_loss,2.0,97140.76366085066
2021-03-17 10:30:00-04:00,2021-03-17 10:40:00-04:00,event,long,318.45,317.653875,-0.24999999999998773,-0.2898960099999792,2,bullish_fvg,stop_loss,2.0,96859.15646291434
2021-03-17 11:50:00-04:00,2021-03-17 12:20:00-04:00,event,short,316.819,317.6110475,-0.24999999999998956,-0.2898960100000014,4,bearish_fvg,stop_loss,2.0,96578.3656330087
2021-03-17 14:20:00-04:00,2021-03-17 14:20:00-04:00,event,long,320.18,319.37955000000005,-0.24999999999998604,-0.2898960099999903,1,bullish_fvg,stop_loss,2.0,96298.3888045154
2021-03-17 14:50:00-04:00,2021-03-17 15:50:00-04:00,event,long,322.17,321.36457500000006,-0.24999999999998665,-0.2898960099999792,7,bullish_fvg,stop_loss,2.0,96019.22361767685
2021-03-18 12:20:00-04:00,2021-03-18 12:30:00-04:00,event,long,317.07,316.277325,-0.2499999999999919,-0.2898960100000014,2,bullish_fvg,stop_loss,2.0,95740.86771957623
2021-03-18 13:10:00-04:00,2021-03-18 13:20:00-04:00,event,short,315.36,316.1484,-0.24999999999998965,-0.2898960099999903,2,bearish_fvg,stop_loss,2.0,95463.31876411781
2021-03-18 14:30:00-04:00,2021-03-18 15:50:00-04:00,event,short,314.62,312.01,0.8295721823151782,0.7892443866251542,9,bearish_fvg,session_close,2.0,96216.75764874968
2021-03-19 10:50:00-04:00,2021-03-19 11:20:00-04:00,event,long,312.675,311.89331250000004,-0.24999999999999215,-0.2898960100000014,4,bullish_fvg,stop_loss,2.0,95937.8291073746
2021-03-22 09:50:00-04:00,2021-03-22 15:50:00-04:00,event,long,316.49,318.64,0.679326361022458,0.6390586576511037,37,bullish_fvg,session_close,2.0,96550.9281102478
2021-03-23 10:20:00-04:00,2021-03-23 10:30:00-04:00,event,long,319.6994,318.90015150000005,-0.2499999999999925,-0.2898960099999903,2,bullish_fvg,stop_loss,2.0,96271.03082203823
2021-03-23 10:50:00-04:00,2021-03-23 10:50:00-04:00,event,short,319.02,319.81755,-0.25000000000000033,-0.2898960100000014,1,bearish_fvg,stop_loss,2.0,95991.94494489927
2021-03-23 11:10:00-04:00,2021-03-23 11:30:00-04:00,event,long,320.85,320.04787500000003,-0.2499999999999967,-0.2898960100000014,3,bullish_fvg,stop_loss,2.0,95713.6681265826
2021-03-23 15:10:00-04:00,2021-03-23 15:50:00-04:00,event,short,318.08,317.02,0.3332494969818921,0.293120210513087,5,bearish_fvg,session_close,2.0,95994.22423208505
2021-03-24 10:00:00-04:00,2021-03-24 10:00:00-04:00,event,short,315.835,316.62458749999996,-0.24999999999999428,-0.2898960099999903,1,bearish_fvg,stop_loss,2.0,95715.94080620579
2021-03-25 09:40:00-04:00,2021-03-25 10:00:00-04:00,event,short,311.57,312.34892499999995,-0.24999999999998665,-0.2898960099999792,3,bearish_fvg,stop_loss,2.0,95438.46411287466
2021-03-25 10:40:00-04:00,2021-03-25 12:20:00-04:00,event,short,310.3,311.07574999999997,-0.24999999999998695,-0.2898960099999792,11,bearish_fvg,stop_loss,2.0,95161.79181340618
2021-03-25 12:40:00-04:00,2021-03-25 13:00:00-04:00,event,long,310.53,309.753675,-0.24999999999999542,-0.2898960099999792,3,bullish_fvg,stop_loss,2.0,94885.92157589462
2021-03-25 14:50:00-04:00,2021-03-25 15:50:00-04:00,event,long,310.62,311.32,0.2253557401326343,0.18526960685081306,7,bullish_fvg,session_close,2.0,95061.71634975505
2021-03-26 11:50:00-04:00,2021-03-26 13:40:00-04:00,event,long,312.6,311.81850000000003,-0.24999999999999808,-0.2898960099999792,12,bullish_fvg,stop_loss,2.0,94786.13622701961
2021-03-26 14:00:00-04:00,2021-03-26 15:10:00-04:00,event,short,312.01,311.79,0.07051056055894697,0.030486359155168508,7,bearish_fvg,reverse_open,2.0,94815.03306893908
2021-03-26 15:10:00-04:00,2021-03-26 15:50:00-04:00,event,long,311.79,316.01,1.3534750954167774,1.3129377595176184,5,bullish_fvg,session_close,2.0,96059.8954398003
2021-03-29 09:40:00-04:00,2021-03-29 09:40:00-04:00,event,long,316.21,315.419475,-0.2500000000000007,-0.2898960099999903,1,bullish_fvg,stop_loss,2.0,95781.42163571015
