comparison_id,label,final_equity,total_return_pct,CAGR,max_drawdown_pct,Sharpe,profit_factor,expectancy,win_rate,average_win,average_loss,payoff_ratio,trade_count,percent_profitable_months,top_symbol_pnl_share_pct,top_10pct_days_pnl_share_pct,symbol_concentration_index,trust_adjusted_quality_score
best_hardened_rs,Best hardened RS variant (reduced_selection_top3),231224.29397947813,824.8971759179126,56.255040874375936,43.39485766039874,1.4174542653043711,2.3633977691278174,90.21185213450477,64.30446194225722,243.18497165824053,-185.36472347810744,1.3119269249036047,2286,55.73770491803278,49.79648864466682,54.931882700142786,0.32744862084337734,0.5161192337189524
cross_sectional_momentum,Cross-sectional momentum,228570.5436611294,814.2821746445176,55.89357033675135,43.75507109331842,1.3447877409444475,2.4854731643082033,91.94694835642696,64.85998193315267,237.1945819132055,-176.14508478950358,1.3465864358160042,2214,54.09836065573771,48.870663335209734,58.2795834784672,0.30619844846941274,0.5127475064116683
native_rs,Native RS,246108.30379177188,884.4332151670875,58.22308732464763,46.37138362695909,1.352144159272457,2.309019905268424,82.68822131330276,64.3979057591623,226.4922426751968,-177.4278761501233,1.276531329741893,2674,55.73770491803278,44.61038292422742,56.45173562648683,0.2798888918185182,0.49830244477929314
down_streak_exhaustion,Down Streak Exhaustion,31116.040555460037,24.464162221840134,4.488718261199942,5.930546643874612,0.8090240930939258,1.812499845793933,26.476366040952552,50.21645021645021,117.61617684400647,-65.45596485604099,1.7968748471232956,231,47.540983606557376,27.023376445435616,90.78176253697015,0.21713150850791207,0.39086400963242285
