timestamp,symbol,strategy_variant,strategy_template,status,order_id,client_order_id,qty,entry_price,entry_limit_price,exit_plan,stop_price,take_profit_price,time_exit_plan,exit_price,pnl
2026-04-06T11:30:21.431299-04:00,AMD,rs_lb60_hold10_thr0p0,relative_strength_vs_benchmark,filled,81767d53-6f91-4460-a61e-ba4993f6a8c6,codex-amd-rs_lb60_hold10_thr0p0-275f761c,15,220.346667,220.37,Bracket stop 212.67 / target 234.23,212.67,234.23,10 trading days if neither bracket leg fills,,
