symbol,intraday_last_timestamp,intraday_last_close,intraday_vwap,intraday_ema8,intraday_ema21,opening_range_high,opening_range_low,relative_volume_now,bull_orb_live,bear_orb_live
AMD,2026-04-06 11:25:00-04:00,219.5903,222.42897689636843,219.98470228620445,220.19012798015316,225.56,219.15,1.9348411835421193,False,False
MSFT,2026-04-06 11:25:00-04:00,371.6958,372.10254212797605,371.93129566333414,372.0481043272857,373.73,369.5014,1.0942876320344792,False,False
NVDA,2026-04-06 11:25:00-04:00,176.4901,176.72858138690572,176.65525126546058,176.68588107594974,177.79,175.76,1.4614398054589488,False,False
QQQ,2026-04-06 11:25:00-04:00,586.46,587.7295891586626,586.9006663951661,587.0910401676759,588.78,585.73,1.1064897745050313,False,False
SPY,2026-04-06 11:25:00-04:00,656.87,657.3903059154716,657.1671667518151,657.3195010539433,657.91,655.52,1.1020346251132511,False,False
TSLA,2026-04-06 11:25:00-04:00,353.0951,359.9127212453487,353.6482695298559,354.41966781776347,367.72,361.4424,1.0630482782825084,False,True
