symbol,intraday_last_timestamp,intraday_last_close,intraday_vwap,intraday_ema8,intraday_ema21,opening_range_high,opening_range_low,relative_volume_now,bull_orb_live,bear_orb_live
AMD,2026-04-06 11:24:00-04:00,219.92,222.45073412274493,220.09738865369144,220.2501107781685,225.56,219.15,1.2994941943905192,False,False
MSFT,2026-04-06 11:24:00-04:00,371.9,372.1050161074123,371.9985801385725,372.08333476001434,373.73,369.5014,0.6267340053759569,False,False
NVDA,2026-04-06 11:24:00-04:00,176.6101,176.72986254637462,176.70243734130645,176.7054591835447,177.79,175.76,0.8113915550344528,False,False
QQQ,2026-04-06 11:24:00-04:00,586.7199,587.7355444871787,587.0265710794993,587.1541441844435,588.78,585.73,0.8245272832322492,False,False
SPY,2026-04-06 11:24:00-04:00,657.03,657.3931444904291,657.252071538048,657.3644511593377,657.91,655.52,0.8621434351692033,False,False
TSLA,2026-04-06 11:24:00-04:00,353.35,359.96413302575,353.80631796695764,354.5521245995398,367.72,361.4424,0.7664553865838161,False,False
