session_date,equity,daily_return,daily_pnl
2021-03-08,24827.989632903136,-0.0068804146838745694,-172.01036709686377
2021-03-09,25344.725991457697,0.0208126540325988,516.7363585545609
2021-03-10,25083.016663230123,-0.010325987675533832,-261.7093282275746
2021-03-11,25098.776223495912,0.0006282960489714107,15.759560265789332
2021-03-12,24918.642677872067,-0.007176985205167741,-180.13354562384484
2021-03-15,25034.12981275145,0.004634567635657616,115.48713487938221
2021-03-16,24846.56475894012,-0.007492373620104464,-187.56505381132956
2021-03-17,25289.97293241881,0.017845854257142024,443.4081734786887
2021-03-18,24714.10794272665,-0.022770486596842776,-575.8649896921597
2021-03-19,24906.5246222423,0.007785701995053351,192.4166795156525
2021-03-22,24841.247326348413,-0.002620891388258717,-65.27729589388764
2021-03-23,24880.802286024955,0.0015923097241008488,39.55495967654133
2021-03-24,24585.60021855771,-0.011864652275825338,-295.2020674672458
2021-03-25,24441.073042597858,-0.005878529491859186,-144.52717595985087
2021-03-26,24631.552242495938,0.007793405779120244,190.47919989807997
2021-03-29,24641.561208913525,0.0004063473677602403,10.008966417586635
2021-03-30,24461.16540973186,-0.007320794232648309,-180.3957991816642
2021-03-31,24516.25141811472,0.002251978082816297,55.08600838285929
2021-04-01,24821.26738896501,0.012441378808218495,305.0159708502906
2021-04-05,24844.981825318813,0.0009554079564988438,23.71443635380274
2021-04-06,24765.713076626125,-0.003190533575351928,-79.26874869268795
2021-04-07,24766.15029263844,1.7654085346041626e-05,0.43721601231300156
2021-04-08,24688.512848747112,-0.003134820833030405,-77.63744389132626
2021-04-09,24773.370900964444,0.003437147175984645,84.85805221733244
2021-04-12,24835.600149101138,0.0025119410832488143,62.22924813669306
2021-04-13,24818.51387414751,-0.0006879751184207805,-17.086274953628163
2021-04-14,24637.753858718195,-0.0072832731381875515,-180.76001542931408
2021-04-15,25010.244282737563,0.015118684363654378,372.4904240193682
2021-04-16,25057.064368210547,0.001872036312148273,46.82008547298392
2021-04-19,24868.986695158866,-0.007505973975558411,-188.0776730516809
2021-04-20,24680.0093722595,-0.007598915276115892,-188.9773228993654
2021-04-21,24906.69537540165,0.009185004743026859,226.68600314214927
2021-04-22,24797.18154278405,-0.004396963586175362,-109.51383261760202
2021-04-23,24871.064262802272,0.002979480546639879,73.88272001822406
2021-04-26,24874.66167006907,0.00014464227299582078,3.5974072667959263
2021-04-27,24786.159141072672,-0.003557939005171984,-88.502528996396
2021-04-28,24783.45615344891,-0.00010905229843705122,-2.702987623761146
2021-04-29,24698.737177526265,-0.0034183680999978483,-84.71897592264577
2021-04-30,24722.823922496205,0.0009752217207223968,24.0867449699399
