variant_id,side,timeframe_minutes,pd,bbl,lb,pl,mult,ph,trigger_mode,confirm_mode,trend_window,hold_bars,cost_bps_per_side,full_history_total_return_pct,full_history_cagr_pct,full_history_max_drawdown_pct,full_history_daily_sharpe,full_history_trade_count,full_history_win_rate_pct,full_history_profit_factor,full_history_avg_trade_return_pct,full_history_median_trade_return_pct,full_history_avg_trade_pnl,full_history_avg_hold_bars,full_history_avg_hold_minutes,full_history_exposure_pct,full_history_profitable_days_pct,full_history_avg_trades_per_day,full_history_final_equity,full_history_start,full_history_end,last_1y_total_return_pct,last_1y_cagr_pct,last_1y_max_drawdown_pct,last_1y_daily_sharpe,last_1y_trade_count,last_1y_win_rate_pct,last_1y_profit_factor,last_1y_avg_trade_return_pct,last_1y_median_trade_return_pct,last_1y_avg_trade_pnl,last_1y_avg_hold_bars,last_1y_avg_hold_minutes,last_1y_exposure_pct,last_1y_profitable_days_pct,last_1y_avg_trades_per_day,last_1y_final_equity,last_1y_start,last_1y_end,last_90d_total_return_pct,last_90d_cagr_pct,last_90d_max_drawdown_pct,last_90d_daily_sharpe,last_90d_trade_count,last_90d_win_rate_pct,last_90d_profit_factor,last_90d_avg_trade_return_pct,last_90d_median_trade_return_pct,last_90d_avg_trade_pnl,last_90d_avg_hold_bars,last_90d_avg_hold_minutes,last_90d_exposure_pct,last_90d_profitable_days_pct,last_90d_avg_trades_per_day,last_90d_final_equity,last_90d_start,last_90d_end,ytd_2026_total_return_pct,ytd_2026_cagr_pct,ytd_2026_max_drawdown_pct,ytd_2026_daily_sharpe,ytd_2026_trade_count,ytd_2026_win_rate_pct,ytd_2026_profit_factor,ytd_2026_avg_trade_return_pct,ytd_2026_median_trade_return_pct,ytd_2026_avg_trade_pnl,ytd_2026_avg_hold_bars,ytd_2026_avg_hold_minutes,ytd_2026_exposure_pct,ytd_2026_profitable_days_pct,ytd_2026_avg_trades_per_day,ytd_2026_final_equity,ytd_2026_start,ytd_2026_end,positive_window_count,full_history_total_return_pct_rank,last_1y_total_return_pct_rank,last_90d_total_return_pct_rank,ytd_2026_total_return_pct_rank,stability_score,stability_rank
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,22,20,50,1.01,2.5,0.9,either,none,0,8,1.0,10.950506267241966,2.1026447082894695,22.817724035367714,0.26497089771880716,271,58.30258302583026,1.0913475796860828,0.046516330353944785,0.21706265072936048,10.10194305096111,6.413284132841328,1846.7859778597785,19.79498861047836,22.531847133757964,0.2157643312101911,27737.62656681049,2021-03-08,2026-03-06,12.194453390314774,12.203295842857798,7.953156372992332,1.181263071955535,60,68.33333333333333,1.5177462222427154,0.20011947875648675,0.3613746397408857,50.24686813916433,6.533333333333333,2143.0,22.234826999432787,26.190476190476193,0.23809523809523808,28048.613347578692,2025-03-06,2026-03-06,6.909516152466644,31.95759671021321,1.8964201476194154,3.1024172966489756,18,72.22222222222221,3.1462976616738554,0.3748095400648441,0.38910718973207414,99.59282791021481,6.611111111111111,1966.6666666666667,27.93427230046948,31.147540983606557,0.29508196721311475,26727.379038116662,2025-12-08,2026-03-06,7.554064468189137,52.53176468164411,1.8964201476194154,4.154148199750685,12,83.33333333333334,4.685493012675194,0.5974461725196509,0.7953656468280168,158.60800346869078,6.416666666666667,1955.0,25.324675324675322,31.818181818181817,0.2727272727272727,26888.516117047286,2026-01-02,2026-03-06,4,44,5,2,2,53,1
long_60m_mult3_ph0.9_either_none_ema0_hold8,long,60,22,20,50,1.01,3.0,0.9,either,none,0,8,1.0,7.649914976985328,1.4870517797109573,24.137508836664235,0.20780169098748588,233,57.93991416309014,1.0715814342836494,0.040182530427886276,0.21706265072936048,8.208063280026845,6.545064377682404,1854.1587982832618,17.36902050113895,19.26751592356688,0.18550955414012738,26912.47874424633,2021-03-08,2026-03-06,9.384807298982413,9.391528064652244,7.953156372992353,0.9565787614382266,54,68.51851851851852,1.4141716582701618,0.17510168210357105,0.3500117710840134,42.759074200612304,6.648148148148148,2078.8888888888887,20.36301758366421,23.809523809523807,0.21428571428571427,27346.201824745604,2025-03-06,2026-03-06,6.909516152466733,31.957596710213654,1.8964201476194154,3.1024172966490458,18,72.22222222222221,3.1462976616739327,0.3748095400648509,0.38910718973208525,96.63010848304455,6.611111111111111,1966.6666666666667,27.93427230046948,31.147540983606557,0.29508196721311475,26727.379038116684,2025-12-08,2026-03-06,7.5540644681892255,52.531764681644844,1.8964201476193931,4.154148199750757,12,83.33333333333334,4.685493012675341,0.5974461725196639,0.7953656468280279,153.88968164731432,6.416666666666667,1955.0,25.324675324675322,31.818181818181817,0.2727272727272727,26888.516117047307,2026-01-02,2026-03-06,4,100,11,1,1,113,2
long_30m_mult2_ph0.9_either_green_bar_ema0_hold8,long,30,22,20,50,1.01,2.0,0.9,either,green_bar,0,8,1.0,23.3061031113589,4.284403515520929,4.389660574740317,1.0305083776195938,162,59.25925925925925,1.699637604041351,0.13202655977864056,0.11842359683182924,35.96620850518303,5.246913580246914,353.3333333333333,5.211526670754139,8.837579617834395,0.12898089171974522,30826.525777839724,2021-03-08,2026-03-06,6.551323153820299,6.555954339185299,1.2309305263157766,1.972606556907126,35,71.42857142857143,2.3729398409762523,0.1828813650719179,0.2077590671055063,54.15352261440951,5.114285714285714,363.42857142857144,5.465648854961832,11.904761904761903,0.1388888888888889,26637.830788455074,2025-03-06,2026-03-06,1.397237733299117,5.928260097266591,1.2309305263157655,1.3174935771910243,12,66.66666666666666,1.6435730219574676,0.117778893976254,0.020943337593148925,35.39871661051014,5.833333333333333,525.0,8.83838383838384,16.39344262295082,0.19672131147540983,25349.30943332478,2025-12-08,2026-03-06,1.7908409361336863,10.838877548627114,1.2309305263157877,2.00734043497668,8,75.0,2.0187424370536737,0.22503193635058788,0.24609910341683028,67.7926960004852,5.875,701.25,8.216783216783217,18.181818181818183,0.18181818181818182,25447.71023403342,2026-01-02,2026-03-06,4,3,44,55,43,145,3
long_60m_mult2.5_ph0.85_either_none_ema50_hold8,long,60,22,20,50,1.01,2.5,0.85,either,none,50,8,1.0,17.90301910199339,3.3528914504176166,4.769958323528223,0.7026172999369772,116,64.65517241379311,1.4964731769958821,0.14658784935178465,0.29227730244271166,38.58409289222734,6.241379310344827,1681.551724137931,8.246013667425968,9.872611464968154,0.09235668789808917,29475.754775498346,2021-03-08,2026-03-06,8.446762389067652,8.452785748745551,2.4624057712021807,1.7275516333827203,25,76.0,2.8981214491672085,0.329120844271995,0.3992383075801742,91.83296627476375,6.12,1610.4,8.678389109472489,11.904761904761903,0.0992063492063492,27111.690597266912,2025-03-06,2026-03-06,1.3791769080541805,5.849969609643235,0.07925184421607723,3.3480270974158177,5,80.0,20.703536027864455,0.2746337660972342,0.2898447656438652,80.19848172707934,5.6,948.0,6.572769953051644,8.19672131147541,0.08196721311475409,25344.794227013546,2025-12-08,2026-03-06,0.6418535981864482,3.778985356023834,0.07925184421607723,2.136729500723578,1,100.0,inf,0.641853598186426,0.641853598186426,187.98460665727907,8.0,1500.0,2.5974025974025974,2.272727272727273,0.022727272727272728,25160.463399546614,2026-01-02,2026-03-06,4,7,19,57,106,189,4
long_60m_mult2.5_ph0.9_either_none_ema50_hold8,long,60,22,20,50,1.01,2.5,0.9,either,none,50,8,1.0,16.84361036649713,3.1662566055953745,4.769958323528334,0.665106628910392,109,66.05504587155964,1.4803942493251327,0.14767568323796063,0.2962150145100262,38.63213386811305,6.220183486238532,1618.8990825688074,7.722095671981776,9.394904458598727,0.08678343949044585,29210.902591624283,2021-03-08,2026-03-06,8.59065611006027,8.596786090118623,2.462405771202192,1.7559364168965663,24,79.16666666666666,2.9634941337218947,0.3483777897181503,0.40475853103710824,96.28699029698873,6.25,1670.0,8.508224617129892,12.3015873015873,0.09523809523809523,27147.664027515068,2025-03-06,2026-03-06,1.4498911342634369,6.156754170734047,0.07925184421605502,3.538569726070511,4,100.0,inf,0.3607181075950816,0.3549662599103387,104.36834435676428,6.5,1155.0,6.103286384976526,8.19672131147541,0.06557377049180328,25362.47278356586,2025-12-08,2026-03-06,0.641853598186426,3.778985356023701,0.07925184421606613,2.1367295007236096,1,100.0,inf,0.641853598186426,0.641853598186426,186.29548507287473,8.0,1500.0,2.5974025974025974,2.272727272727273,0.022727272727272728,25160.463399546607,2026-01-02,2026-03-06,4,18,17,50,109,194,5
long_60m_mult2_ph0.9_percentile_none_ema0_hold8,long,60,22,20,50,1.01,2.0,0.9,percentile,none,0,8,1.0,5.725216736906691,1.1210759468556208,21.420932710964134,0.17407798180030132,198,57.57575757575758,1.0625536588525875,0.036606737268911976,0.24445349680279893,7.2288090112457635,6.46969696969697,1863.1262626262626,14.58997722095672,16.162420382165603,0.15764331210191082,26431.304184226672,2021-03-08,2026-03-06,7.158678156012632,7.1637529385654375,7.953156372992343,0.813755775289238,42,66.66666666666666,1.3708386417186684,0.17439348757469647,0.378958846233568,42.04116983882367,6.357142857142857,2078.5714285714284,15.144639818491209,19.047619047619047,0.16666666666666666,26789.669539003156,2025-03-06,2026-03-06,5.273681381992201,23.77698349960502,1.8964201476194265,2.5241111293783454,14,64.28571428571429,2.6498213231352983,0.3714776481949479,0.38910718973207414,94.57680410327313,6.214285714285714,2100.0,20.422535211267608,26.229508196721312,0.22950819672131148,26318.42034549805,2025-12-08,2026-03-06,6.004835416348553,40.22602462194067,1.8964201476194265,3.5169918566463654,9,77.77777777777779,3.9418702357916766,0.6349506373523531,1.0802319253136794,161.54216433552978,5.888888888888889,2106.6666666666665,17.532467532467532,27.27272727272727,0.20454545454545456,26501.208854087137,2026-01-02,2026-03-06,4,154,33,7,7,201,6
long_60m_mult2.5_ph0.9_percentile_none_ema0_hold8,long,60,22,20,50,1.01,2.5,0.9,percentile,none,0,8,1.0,5.725216736906691,1.1210759468556208,21.420932710964134,0.17407798180030132,198,57.57575757575758,1.0625536588525875,0.036606737268911976,0.24445349680279893,7.2288090112457635,6.46969696969697,1863.1262626262626,14.58997722095672,16.162420382165603,0.15764331210191082,26431.304184226672,2021-03-08,2026-03-06,7.158678156012632,7.1637529385654375,7.953156372992343,0.813755775289238,42,66.66666666666666,1.3708386417186684,0.17439348757469647,0.378958846233568,42.04116983882367,6.357142857142857,2078.5714285714284,15.144639818491209,19.047619047619047,0.16666666666666666,26789.669539003156,2025-03-06,2026-03-06,5.273681381992201,23.77698349960502,1.8964201476194265,2.5241111293783454,14,64.28571428571429,2.6498213231352983,0.3714776481949479,0.38910718973207414,94.57680410327313,6.214285714285714,2100.0,20.422535211267608,26.229508196721312,0.22950819672131148,26318.42034549805,2025-12-08,2026-03-06,6.004835416348553,40.22602462194067,1.8964201476194265,3.5169918566463654,9,77.77777777777779,3.9418702357916766,0.6349506373523531,1.0802319253136794,161.54216433552978,5.888888888888889,2106.6666666666665,17.532467532467532,27.27272727272727,0.20454545454545456,26501.208854087137,2026-01-02,2026-03-06,4,154,33,7,7,201,6
long_60m_mult3_ph0.9_percentile_none_ema0_hold8,long,60,22,20,50,1.01,3.0,0.9,percentile,none,0,8,1.0,5.725216736906691,1.1210759468556208,21.420932710964134,0.17407798180030132,198,57.57575757575758,1.0625536588525875,0.036606737268911976,0.24445349680279893,7.2288090112457635,6.46969696969697,1863.1262626262626,14.58997722095672,16.162420382165603,0.15764331210191082,26431.304184226672,2021-03-08,2026-03-06,7.158678156012632,7.1637529385654375,7.953156372992343,0.813755775289238,42,66.66666666666666,1.3708386417186684,0.17439348757469647,0.378958846233568,42.04116983882367,6.357142857142857,2078.5714285714284,15.144639818491209,19.047619047619047,0.16666666666666666,26789.669539003156,2025-03-06,2026-03-06,5.273681381992201,23.77698349960502,1.8964201476194265,2.5241111293783454,14,64.28571428571429,2.6498213231352983,0.3714776481949479,0.38910718973207414,94.57680410327313,6.214285714285714,2100.0,20.422535211267608,26.229508196721312,0.22950819672131148,26318.42034549805,2025-12-08,2026-03-06,6.004835416348553,40.22602462194067,1.8964201476194265,3.5169918566463654,9,77.77777777777779,3.9418702357916766,0.6349506373523531,1.0802319253136794,161.54216433552978,5.888888888888889,2106.6666666666665,17.532467532467532,27.27272727272727,0.20454545454545456,26501.208854087137,2026-01-02,2026-03-06,4,154,33,7,7,201,6
long_30m_mult2.5_ph0.9_either_green_bar_ema0_hold8,long,30,22,20,50,1.01,2.5,0.9,either,green_bar,0,8,1.0,24.524386674070264,4.489916599380028,2.9742433443798455,1.1113870506964056,126,59.523809523809526,1.9576120925107536,0.17678127157565166,0.1578014291775176,48.659497369186774,5.563492063492063,385.4761904761905,4.297976701410178,6.8471337579617835,0.10031847133757962,31131.096668517566,2021-03-08,2026-03-06,4.428917514761688,4.432017271308442,1.2309305263157655,1.4037968249756554,25,64.0,1.9471680647907905,0.17537454593266588,0.24717956710198496,52.8118312705656,5.92,429.6,4.519083969465649,7.936507936507936,0.0992063492063492,26107.229378690423,2025-03-06,2026-03-06,0.9239970666043318,3.891305846332571,1.2309305263157433,0.8951199517165059,8,50.0,1.4257193133646322,0.11808149884267038,-0.026060383684073374,35.627109059728355,6.625,723.75,6.691919191919192,9.836065573770492,0.13114754098360656,25230.999266651084,2025-12-08,2026-03-06,1.3495897305165094,8.082083749567959,1.2309305263157544,1.5460188863170283,6,66.66666666666666,1.767731127509975,0.22749100856286528,0.44590896062598473,69.09123242837147,6.333333333333333,890.0,6.643356643356643,13.636363636363635,0.13636363636363635,25337.397432629128,2026-01-02,2026-03-06,4,1,73,81,53,208,9
long_30m_mult2_ph0.9_either_green_bar_ema0_hold4,long,30,22,20,50,1.01,2.0,0.9,either,green_bar,0,4,1.0,17.24618523608592,3.237336575217342,2.888477413348489,0.8667267116282229,164,54.268292682926834,1.5944924423460367,0.09912900955000392,0.026868553843850673,26.289916518423922,3.2804878048780486,242.3780487804878,3.2985898221949723,7.961783439490445,0.1305732484076433,29311.54630902148,2021-03-08,2026-03-06,4.474338564627978,4.477470787405791,1.8393251642015884,1.559248568174554,35,65.71428571428571,2.056168233826779,0.12629585125438642,0.14989957320379332,35.86657432989866,3.2,246.0,3.419847328244275,10.317460317460316,0.1388888888888889,26118.584641156995,2025-03-06,2026-03-06,1.1824129156835728,4.999875218895822,1.8393251642015773,1.093072976856338,12,58.333333333333336,1.5378574394405167,0.1002432065037658,0.02094333759312672,28.54444589704023,3.3333333333333335,362.5,5.05050505050505,13.114754098360656,0.19672131147540983,25295.603228920892,2025-12-08,2026-03-06,1.467463603163477,8.812904180854186,1.8393251642016106,1.5990041888199935,8,75.0,1.7737111631690181,0.18550544817793613,0.30717078661760544,52.989433550290414,3.375,495.0,4.72027972027972,15.909090909090908,0.18181818181818182,25366.86590079087,2026-01-02,2026-03-06,4,13,72,71,52,208,9
