variant_id,entry_threshold,force_flat_eod,entry_signal_time,entry_time,entry_price,entry_val,exit_signal_time,exit_time,exit_price,exit_val,exit_reason,bars_held,hold_minutes,equity_before,equity_after,pnl_dollars,return_pct
rth_intraday_threshold_-4,-4.0,True,2021-03-09T14:27:00-05:00,2021-03-09T14:28:00-05:00,312.4,-0.4907941785714351,2021-03-09T14:47:00-05:00,2021-03-09T14:47:00-05:00,313.16,0.5923451428571281,dark_green_next_open,19,19.0,24779.079381872445,24834.3940176317,55.31463575925591,0.223231198006979
rth_intraday_threshold_-4,-4.0,True,2021-03-09T15:04:00-05:00,2021-03-09T15:05:00-05:00,313.005,-0.21931428571430323,2021-03-09T15:19:00-05:00,2021-03-09T15:19:00-05:00,313.45,0.472005678571447,dark_green_next_open,14,14.0,24834.3940176317,24864.727695522244,30.333677890543186,0.12214382146391589
rth_intraday_threshold_-4,-4.0,True,2021-03-09T15:32:00-05:00,2021-03-09T15:33:00-05:00,313.535,-0.2048038571428541,2021-03-09T15:59:00-05:00,2021-03-09T16:00:00-05:00,311.79,-0.5797302142857321,eod_close,27,27.0,24864.727695522244,24721.396617708415,-143.33107781382932,-0.5764433842548766
rth_intraday_threshold_-4,-4.0,True,2021-03-10T10:06:00-05:00,2021-03-10T10:07:00-05:00,315.58,-0.5286889642857051,2021-03-10T10:51:00-05:00,2021-03-10T10:51:00-05:00,311.76,0.3899196785714236,dark_green_next_open,44,44.0,24721.396617708415,24417.26768217982,-304.1289355285953,-1.2302255419936126
rth_intraday_threshold_-4,-4.0,True,2021-03-10T11:24:00-05:00,2021-03-10T11:25:00-05:00,312.18,-0.3105118571428494,2021-03-10T11:33:00-05:00,2021-03-10T11:33:00-05:00,312.665,0.3321825000000339,dark_green_next_open,8,8.0,24417.26768217982,24450.311575123378,33.0438929435586,0.1353300187951545
rth_intraday_threshold_-4,-4.0,True,2021-03-10T11:47:00-05:00,2021-03-10T11:48:00-05:00,311.8298,-0.8515578928571601,2021-03-10T12:01:00-05:00,2021-03-10T12:01:00-05:00,312.78,1.0401803214286036,dark_green_next_open,13,13.0,24450.311575123378,24519.91148284183,69.59990771845332,0.2846585717511507
rth_intraday_threshold_-4,-4.0,True,2021-03-10T12:11:00-05:00,2021-03-10T12:12:00-05:00,313.08,-0.24875832142855725,2021-03-10T12:57:00-05:00,2021-03-10T12:57:00-05:00,312.35,1.0823900357142568,dark_green_next_open,45,45.0,24519.91148284183,24457.84702298417,-62.06445985766186,-0.2531186130141361
rth_intraday_threshold_-4,-4.0,True,2021-03-10T13:09:00-05:00,2021-03-10T13:10:00-05:00,312.76,-0.31974403571424315,2021-03-10T13:16:00-05:00,2021-03-10T13:16:00-05:00,311.55,0.020663214285720446,dark_green_next_open,6,6.0,24457.84702298417,24358.35280708634,-99.49421589783014,-0.4067987497195946
rth_intraday_threshold_-4,-4.0,True,2021-03-10T13:18:00-05:00,2021-03-10T13:19:00-05:00,311.67,-0.03732285714285938,2021-03-10T14:08:00-05:00,2021-03-10T14:08:00-05:00,311.21,0.45044178571426485,dark_green_next_open,49,49.0,24358.35280708634,24317.537831982612,-40.81497510372719,-0.16756048911424903
rth_intraday_threshold_-4,-4.0,True,2021-03-10T14:32:00-05:00,2021-03-10T14:33:00-05:00,311.5,-0.30028692857142936,2021-03-10T14:45:00-05:00,2021-03-10T14:45:00-05:00,311.79,0.28926578571429057,dark_green_next_open,12,12.0,24317.537831982612,24335.309403640043,17.771571657431195,0.07308129540177788
rth_intraday_threshold_-4,-4.0,True,2021-03-10T15:09:00-05:00,2021-03-10T15:10:00-05:00,312.41,-0.32797592857144275,2021-03-10T15:51:00-05:00,2021-03-10T15:51:00-05:00,311.62,0.3025741071428602,dark_green_next_open,41,41.0,24335.309403640043,24268.917749723936,-66.39165391610732,-0.2728202580657424
rth_intraday_threshold_-4,-4.0,True,2021-03-11T09:59:00-05:00,2021-03-11T10:00:00-05:00,316.125,-0.8640203928571495,2021-03-11T10:10:00-05:00,2021-03-11T10:10:00-05:00,316.47,0.6634195357142867,dark_green_next_open,10,10.0,24268.917749723936,24290.54480653986,21.627056815923424,0.08911422025059679
rth_intraday_threshold_-4,-4.0,True,2021-03-11T10:22:00-05:00,2021-03-11T10:23:00-05:00,315.72,-0.8114943928571596,2021-03-11T10:39:00-05:00,2021-03-11T10:39:00-05:00,316.52,0.8951596428571301,dark_green_next_open,16,16.0,24290.54480653986,24347.22446240673,56.679655866872054,0.2333404059822186
rth_intraday_threshold_-4,-4.0,True,2021-03-11T12:03:00-05:00,2021-03-11T12:04:00-05:00,318.54,-0.30058592857142225,2021-03-11T12:18:00-05:00,2021-03-11T12:18:00-05:00,318.9,0.46894503571430407,dark_green_next_open,14,14.0,24347.22446240673,24369.866171772348,22.641709365616407,0.09299503276267718
rth_intraday_threshold_-4,-4.0,True,2021-03-11T12:30:00-05:00,2021-03-11T12:31:00-05:00,318.9005,-0.3041702142857121,2021-03-11T12:46:00-05:00,2021-03-11T12:46:00-05:00,318.703,0.04753464285716566,dark_green_next_open,15,15.0,24369.866171772348,24349.903069986125,-19.96310178622298,-0.08191715804063415
rth_intraday_threshold_-4,-4.0,True,2021-03-11T12:58:00-05:00,2021-03-11T12:59:00-05:00,318.78,-0.13203685714289332,2021-03-11T13:14:00-05:00,2021-03-11T13:14:00-05:00,319.35,0.6384980000000237,dark_green_next_open,15,15.0,24349.903069986125,24388.564127606092,38.66105761996732,0.15877294258153096
rth_intraday_threshold_-4,-4.0,True,2021-03-11T13:29:00-05:00,2021-03-11T13:30:00-05:00,319.13,-0.49490999999999796,2021-03-11T13:55:00-05:00,2021-03-11T13:55:00-05:00,319.03,0.07541335714285213,dark_green_next_open,25,25.0,24388.564127606092,24376.04622726023,-12.517900345861563,-0.05132692634287617
rth_intraday_threshold_-4,-4.0,True,2021-03-11T14:00:00-05:00,2021-03-11T14:01:00-05:00,318.9,-0.06230432142858068,2021-03-11T14:06:00-05:00,2021-03-11T14:06:00-05:00,318.83,0.02459596428570876,dark_green_next_open,5,5.0,24376.04622726023,24365.821922528714,-10.224304731516895,-0.04194406523598815
rth_intraday_threshold_-4,-4.0,True,2021-03-11T14:42:00-05:00,2021-03-11T14:43:00-05:00,319.01,-0.16633125000000581,2021-03-11T14:49:00-05:00,2021-03-11T14:49:00-05:00,318.7899,-0.03386678571430367,dark_green_next_open,6,6.0,24365.821922528714,24344.141480987873,-21.680441540840548,-0.08897890499969252
rth_intraday_threshold_-4,-4.0,True,2021-03-11T14:50:00-05:00,2021-03-11T14:51:00-05:00,318.72,-0.03212214285716186,2021-03-11T15:21:00-05:00,2021-03-11T15:21:00-05:00,318.59,0.07479025000002772,dark_green_next_open,30,30.0,24344.141480987873,24329.345599653396,-14.795881334477599,-0.060777995995597855
rth_intraday_threshold_-4,-4.0,True,2021-03-11T15:40:00-05:00,2021-03-11T15:41:00-05:00,318.69,-0.22123653571426788,2021-03-11T15:59:00-05:00,2021-03-11T16:00:00-05:00,318.13,-0.2807966785714322,eod_close,19,19.0,24329.345599653396,24281.73739827741,-47.60820137598421,-0.1956822109373202
rth_intraday_threshold_-4,-4.0,True,2021-03-12T10:25:00-05:00,2021-03-12T10:26:00-05:00,312.59,-1.0528791428571398,2021-03-12T10:48:00-05:00,2021-03-12T10:48:00-05:00,312.87,0.6260691071428661,dark_green_next_open,22,22.0,24281.73739827741,24298.627359443508,16.889961166096327,0.06955828938046693
rth_intraday_threshold_-4,-4.0,True,2021-03-12T11:03:00-05:00,2021-03-12T11:04:00-05:00,311.96,-0.9243578928571667,2021-03-12T11:20:00-05:00,2021-03-12T11:20:00-05:00,312.37,0.6734622857142782,dark_green_next_open,16,16.0,24298.627359443508,24325.696716283437,27.06935683992924,0.11140282304633597
rth_intraday_threshold_-4,-4.0,True,2021-03-12T12:06:00-05:00,2021-03-12T12:07:00-05:00,313.935,-0.12936214285713354,2021-03-12T12:22:00-05:00,2021-03-12T12:22:00-05:00,314.495,0.6128596071428547,dark_green_next_open,15,15.0,24325.696716283437,24364.215776452784,38.51906016934663,0.15834720221419296
rth_intraday_threshold_-4,-4.0,True,2021-03-12T12:54:00-05:00,2021-03-12T12:55:00-05:00,313.8899,-0.7481542142857409,2021-03-12T13:17:00-05:00,2021-03-12T13:17:00-05:00,314.12,0.3727285000000084,dark_green_next_open,22,22.0,24364.215776452784,24377.200270725032,12.984494272248412,0.05329329862855392
rth_intraday_threshold_-4,-4.0,True,2021-03-12T13:51:00-05:00,2021-03-12T13:52:00-05:00,314.3781,-0.35315167857142377,2021-03-12T14:22:00-05:00,2021-03-12T14:22:00-05:00,314.08,0.09872425000002313,dark_green_next_open,30,30.0,24377.200270725032,24349.214960996396,-27.98530972863591,-0.11480116427580178
rth_intraday_threshold_-4,-4.0,True,2021-03-12T14:29:00-05:00,2021-03-12T14:30:00-05:00,314.2,-0.09381149999999172,2021-03-12T14:56:00-05:00,2021-03-12T14:56:00-05:00,314.85,0.48955242857143,dark_green_next_open,26,26.0,24349.214960996396,24394.707873059513,45.49291206311682,0.18683523118092626
rth_intraday_threshold_-4,-4.0,True,2021-03-12T15:12:00-05:00,2021-03-12T15:13:00-05:00,314.63,-0.485261214285714,2021-03-12T15:27:00-05:00,2021-03-12T15:27:00-05:00,314.86,0.5088862142857198,dark_green_next_open,14,14.0,24394.707873059513,24407.658808665197,12.950935605684208,0.05308911946424466
rth_intraday_threshold_-4,-4.0,True,2021-03-12T15:56:00-05:00,2021-03-12T15:57:00-05:00,315.52,-0.0906051785714373,2021-03-12T15:59:00-05:00,2021-03-12T16:00:00-05:00,315.48,-0.003903499999998006,eod_close,3,3.0,24407.658808665197,24399.684106569068,-7.974702096129477,-0.032672949743539625
rth_intraday_threshold_-4,-4.0,True,2021-03-15T09:34:00-04:00,2021-03-15T09:35:00-04:00,315.21,-0.08623782142857733,2021-03-15T09:38:00-04:00,2021-03-15T09:38:00-04:00,315.2,0.016281892857132822,dark_green_next_open,3,3.0,24399.684106569068,24394.03073539774,-5.653371171327308,-0.023169853948257213
rth_intraday_threshold_-4,-4.0,True,2021-03-15T09:45:00-04:00,2021-03-15T09:46:00-04:00,315.26,-0.29217317857141195,2021-03-15T10:02:00-04:00,2021-03-15T10:02:00-04:00,316.07,0.8067480357143014,dark_green_next_open,16,16.0,24394.03073539774,24451.815658400254,57.784923002513096,0.2368814060673463
rth_intraday_threshold_-4,-4.0,True,2021-03-15T10:32:00-04:00,2021-03-15T10:33:00-04:00,315.695,-0.7886722857142859,2021-03-15T10:57:00-04:00,2021-03-15T10:57:00-04:00,315.93,0.7021850357142991,dark_green_next_open,24,24.0,24451.815658400254,24465.123815771538,13.308157371284324,0.05442604981651389
rth_intraday_threshold_-4,-4.0,True,2021-03-15T11:33:00-04:00,2021-03-15T11:34:00-04:00,314.68,-1.079956928571411,2021-03-15T11:57:00-04:00,2021-03-15T11:57:00-04:00,315.46,0.785467499999992,dark_green_next_open,23,23.0,24465.123815771538,24520.861064164957,55.73724839341958,0.227823283516293
rth_intraday_threshold_-4,-4.0,True,2021-03-15T12:54:00-04:00,2021-03-15T12:55:00-04:00,315.75,-0.26376496428571106,2021-03-15T13:10:00-04:00,2021-03-15T13:10:00-04:00,315.9601,0.23274146428572468,dark_green_next_open,15,15.0,24520.861064164957,24532.270296480332,11.409232315374538,0.04652867729857402
rth_intraday_threshold_-4,-4.0,True,2021-03-15T13:19:00-04:00,2021-03-15T13:20:00-04:00,315.91,-0.20249178571427656,2021-03-15T13:37:00-04:00,2021-03-15T13:37:00-04:00,316.05,0.20307446428572412,dark_green_next_open,17,17.0,24532.270296480332,24538.233982622085,5.963686141752987,0.024309556635726537
rth_intraday_threshold_-4,-4.0,True,2021-03-15T14:48:00-04:00,2021-03-15T14:49:00-04:00,317.57,-0.11745875000002248,2021-03-15T15:04:00-04:00,2021-03-15T15:04:00-04:00,317.601,0.1385274285714307,dark_green_next_open,15,15.0,24538.233982622085,24535.721678484435,-2.5123041376500623,-0.01023832497248911
rth_intraday_threshold_-4,-4.0,True,2021-03-15T15:09:00-04:00,2021-03-15T15:10:00-04:00,317.69,-0.0012059642857163155,2021-03-15T15:13:00-04:00,2021-03-15T15:13:00-04:00,317.6,-0.02175303571429399,dark_green_next_open,3,3.0,24535.721678484435,24523.865566687524,-11.856111796911136,-0.048321838469944645
rth_intraday_threshold_-4,-4.0,True,2021-03-15T15:16:00-04:00,2021-03-15T15:17:00-04:00,317.69,-0.06356728571430006,2021-03-15T15:52:00-04:00,2021-03-15T15:52:00-04:00,317.85,0.5443069285714152,dark_green_next_open,35,35.0,24523.865566687524,24531.309906261387,7.4443395738635445,0.030355490057720758
rth_intraday_threshold_-4,-4.0,True,2021-03-16T10:50:00-04:00,2021-03-16T10:51:00-04:00,323.74,-0.11443264285713406,2021-03-16T11:01:00-04:00,2021-03-16T11:01:00-04:00,323.6975,0.23249382142857533,dark_green_next_open,10,10.0,24531.309906261387,24523.18435300847,-8.125553252917598,-0.03312319351868043
rth_intraday_threshold_-4,-4.0,True,2021-03-16T11:11:00-04:00,2021-03-16T11:12:00-04:00,323.89,-0.20657785714286414,2021-03-16T11:29:00-04:00,2021-03-16T11:29:00-04:00,323.9,0.17393900000000467,dark_green_next_open,17,17.0,24523.18435300847,24519.037200600073,-4.147152408397233,-0.016911149664333713
rth_intraday_threshold_-4,-4.0,True,2021-03-16T11:45:00-04:00,2021-03-16T11:46:00-04:00,323.53,-0.3242909642857106,2021-03-16T12:47:00-04:00,2021-03-16T12:47:00-04:00,322.35,0.5549442142856995,dark_green_next_open,61,61.0,24519.037200600073,24424.72431410855,-94.31288649152339,-0.38465167175982806
rth_intraday_threshold_-4,-4.0,True,2021-03-16T13:00:00-04:00,2021-03-16T13:01:00-04:00,322.44,-0.10240557142857126,2021-03-16T13:14:00-04:00,2021-03-16T13:14:00-04:00,323.03,0.5139653571428264,dark_green_next_open,13,13.0,24424.72431410855,24464.52322673999,39.79891263144236,0.16294518668713565
rth_intraday_threshold_-4,-4.0,True,2021-03-16T13:42:00-04:00,2021-03-16T13:43:00-04:00,321.77,-0.7253197500000163,2021-03-16T14:01:00-04:00,2021-03-16T14:01:00-04:00,321.48,0.10843496428574406,dark_green_next_open,18,18.0,24464.52322673999,24437.58620514143,-26.93702159856184,-0.11010646456873774
rth_intraday_threshold_-4,-4.0,True,2021-03-16T14:11:00-04:00,2021-03-16T14:12:00-04:00,321.23,-0.2699524285714371,2021-03-16T15:01:00-04:00,2021-03-16T15:01:00-04:00,320.11,0.6280763214285757,dark_green_next_open,49,49.0,24437.58620514143,24347.5121670531,-90.07403808832896,-0.3685881139495639
rth_intraday_threshold_-4,-4.0,True,2021-03-17T09:41:00-04:00,2021-03-17T09:42:00-04:00,316.4,-3.2397769285714144,2021-03-17T09:59:00-04:00,2021-03-17T09:59:00-04:00,317.74,1.4892508928571417,dark_green_next_open,17,17.0,24347.5121670531,24445.737784337423,98.22561728432265,0.4034318439205542
rth_intraday_threshold_-4,-4.0,True,2021-03-17T10:35:00-04:00,2021-03-17T10:36:00-04:00,318.78,-0.18057250000001746,2021-03-17T11:24:00-04:00,2021-03-17T11:24:00-04:00,317.44,0.3677516428571234,dark_green_next_open,48,48.0,24445.737784337423,24338.11138228622,-107.6264020512026,-0.4402665323529731
rth_intraday_threshold_-4,-4.0,True,2021-03-17T11:43:00-04:00,2021-03-17T11:44:00-04:00,316.39,-0.7766099999999807,2021-03-17T11:58:00-04:00,2021-03-17T11:58:00-04:00,316.5899,0.405046285714304,dark_green_next_open,14,14.0,24338.11138228622,24348.61835944787,10.506977161650866,0.04317088124305979
rth_intraday_threshold_-4,-4.0,True,2021-03-17T12:08:00-04:00,2021-03-17T12:09:00-04:00,316.51,-0.43303550000001184,2021-03-17T12:24:00-04:00,2021-03-17T12:24:00-04:00,317.26,0.8255997857142907,dark_green_next_open,15,15.0,24348.61835944787,24401.433909411055,52.815549963183,0.2169139504488049
rth_intraday_threshold_-4,-4.0,True,2021-03-17T12:45:00-04:00,2021-03-17T12:46:00-04:00,316.86,-0.6268408571428405,2021-03-17T12:58:00-04:00,2021-03-17T12:58:00-04:00,316.849,0.2663569642857357,dark_green_next_open,12,12.0,24401.433909411055,24395.70716844148,-5.726740969574166,-0.02346887068536141
rth_intraday_threshold_-4,-4.0,True,2021-03-17T13:06:00-04:00,2021-03-17T13:07:00-04:00,317.0,-0.17091224999997917,2021-03-17T13:24:00-04:00,2021-03-17T13:24:00-04:00,317.21,0.5497587142857209,dark_green_next_open,17,17.0,24395.70716844148,24406.986476980794,11.279308539313206,0.046234808695788665
rth_intraday_threshold_-4,-4.0,True,2021-03-17T13:39:00-04:00,2021-03-17T13:40:00-04:00,317.42,-0.05897860714284442,2021-03-17T14:17:00-04:00,2021-03-17T14:17:00-04:00,320.25,1.7906316428571465,dark_green_next_open,37,37.0,24406.986476980794,24619.665768005685,212.67929102489143,0.8713869335138069
rth_intraday_threshold_-4,-4.0,True,2021-03-17T14:34:00-04:00,2021-03-17T14:35:00-04:00,319.25,-1.0857966071428304,2021-03-17T14:50:00-04:00,2021-03-17T14:50:00-04:00,322.17,2.154265749999986,dark_green_next_open,15,15.0,24619.665768005685,24839.879516218603,220.2137482129183,0.8944627855147269
rth_intraday_threshold_-4,-4.0,True,2021-03-17T15:26:00-04:00,2021-03-17T15:27:00-04:00,322.63,-0.83333282142858,2021-03-17T15:40:00-04:00,2021-03-17T15:40:00-04:00,321.965,-0.0008503571428410961,dark_green_next_open,13,13.0,24839.879516218603,24783.722697867765,-56.156818350838876,-0.22607524450419803
rth_intraday_threshold_-4,-4.0,True,2021-03-17T15:51:00-04:00,2021-03-17T15:52:00-04:00,321.94,-0.7296800000000206,2021-03-17T15:59:00-04:00,2021-03-17T16:00:00-04:00,321.95,-0.3338768571428765,eod_close,8,8.0,24783.722697867765,24779.53611927827,-4.186578589495184,-0.01689245252027849
rth_intraday_threshold_-4,-4.0,True,2021-03-18T09:39:00-04:00,2021-03-18T09:40:00-04:00,317.32,-2.922767357142864,2021-03-18T10:04:00-04:00,2021-03-18T10:04:00-04:00,316.65,0.7876699999999868,dark_green_next_open,24,24.0,24779.53611927827,24722.270834048097,-57.265285230172594,-0.23109910110714615
rth_intraday_threshold_-4,-4.0,True,2021-03-18T10:16:00-04:00,2021-03-18T10:17:00-04:00,315.84,-0.9254498214285806,2021-03-18T10:32:00-04:00,2021-03-18T10:32:00-04:00,315.89,0.3775408214285604,dark_green_next_open,15,15.0,24722.270834048097,24721.23982496025,-1.0310090878483607,-0.004170365638211937
rth_intraday_threshold_-4,-4.0,True,2021-03-18T10:54:00-04:00,2021-03-18T10:55:00-04:00,316.62,-0.2103553571428563,2021-03-18T11:11:00-04:00,2021-03-18T11:11:00-04:00,316.87,0.45632385714286716,dark_green_next_open,16,16.0,24721.23982496025,24735.811812694104,14.571987733856076,0.058945214063022
rth_intraday_threshold_-4,-4.0,True,2021-03-18T11:21:00-04:00,2021-03-18T11:22:00-04:00,316.67,-0.35372117857145813,2021-03-18T11:52:00-04:00,2021-03-18T11:52:00-04:00,316.05,0.021087392857173537,dark_green_next_open,30,30.0,24735.811812694104,24682.44522397677,-53.3665887173338,-0.215746259396854
rth_intraday_threshold_-4,-4.0,True,2021-03-18T11:58:00-04:00,2021-03-18T11:59:00-04:00,316.2,-0.16309471428570207,2021-03-18T12:16:00-04:00,2021-03-18T12:16:00-04:00,317.34,0.8866855000000012,dark_green_next_open,17,17.0,24682.44522397677,24766.47937565526,84.03415167849016,0.3404612100459836
rth_intraday_threshold_-4,-4.0,True,2021-03-18T12:45:00-04:00,2021-03-18T12:46:00-04:00,316.21,-0.6908267142856971,2021-03-18T13:29:00-04:00,2021-03-18T13:29:00-04:00,316.349,0.7030184999999929,dark_green_next_open,43,43.0,24766.47937565526,24772.41127887707,5.93190322180817,0.023951338144723167
rth_intraday_threshold_-4,-4.0,True,2021-03-18T14:20:00-04:00,2021-03-18T14:21:00-04:00,315.54,-0.786328821428589,2021-03-18T15:03:00-04:00,2021-03-18T15:03:00-04:00,313.63,0.3192891428571434,dark_green_next_open,42,42.0,24772.41127887707,24617.53701748186,-154.87426139520903,-0.6251884794407081
rth_intraday_threshold_-4,-4.0,True,2021-03-18T15:09:00-04:00,2021-03-18T15:10:00-04:00,313.4,-0.18996639285714584,2021-03-18T15:35:00-04:00,2021-03-18T15:35:00-04:00,312.92,0.02476432142859636,dark_green_next_open,25,25.0,24617.53701748186,24574.917592931433,-42.61942455042663,-0.17312627384356016
rth_intraday_threshold_-4,-4.0,True,2021-03-18T15:50:00-04:00,2021-03-18T15:51:00-04:00,312.09,-0.8444151428571413,2021-03-18T15:59:00-04:00,2021-03-18T16:00:00-04:00,312.01,-0.20922292857141056,eod_close,9,9.0,24574.917592931433,24563.704916850813,-11.21267608062044,-0.04562650531062529
rth_intraday_threshold_-4,-4.0,True,2021-03-19T09:50:00-04:00,2021-03-19T09:51:00-04:00,311.55,-1.095405178571467,2021-03-19T10:01:00-04:00,2021-03-19T10:01:00-04:00,311.62,0.4327371785714237,dark_green_next_open,10,10.0,24563.704916850813,24564.31061119993,0.6056943491166749,0.0024658102316665875
rth_intraday_threshold_-4,-4.0,True,2021-03-19T10:13:00-04:00,2021-03-19T10:14:00-04:00,310.63,-1.435881428571416,2021-03-19T10:29:00-04:00,2021-03-19T10:29:00-04:00,312.08,1.476912857142843,dark_green_next_open,15,15.0,24564.31061119993,24674.039863623715,109.72925242378551,0.4467019415303808
rth_intraday_threshold_-4,-4.0,True,2021-03-19T11:29:00-04:00,2021-03-19T11:30:00-04:00,312.48,-0.7288388214285713,2021-03-19T11:46:00-04:00,2021-03-19T11:46:00-04:00,313.07,0.8741641785714461,dark_green_next_open,16,16.0,24674.039863623715,24715.683801367253,41.64393774353812,0.1687763251324359
rth_intraday_threshold_-4,-4.0,True,2021-03-19T12:20:00-04:00,2021-03-19T12:21:00-04:00,313.96,-0.10796921428572304,2021-03-19T12:38:00-04:00,2021-03-19T12:38:00-04:00,313.87,0.0815914285714403,dark_green_next_open,17,17.0,24715.683801367253,24703.657559991447,-12.026241375806421,-0.048658339669893635
rth_intraday_threshold_-4,-4.0,True,2021-03-19T13:12:00-04:00,2021-03-19T13:13:00-04:00,313.61,-0.5946449642857025,2021-03-19T13:28:00-04:00,2021-03-19T13:28:00-04:00,314.14,0.464227178571444,dark_green_next_open,15,15.0,24703.657559991447,24740.458083897687,36.800523906240414,0.14896791625642614
rth_intraday_threshold_-4,-4.0,True,2021-03-19T13:47:00-04:00,2021-03-19T13:48:00-04:00,314.42,-0.020483607142881555,2021-03-19T13:56:00-04:00,2021-03-19T13:56:00-04:00,314.305,0.07656132142856306,dark_green_next_open,8,8.0,24740.458083897687,24726.463404456757,-13.994679440929758,-0.056565967345767465
rth_intraday_threshold_-4,-4.0,True,2021-03-19T14:00:00-04:00,2021-03-19T14:01:00-04:00,314.445,-0.02641510714284029,2021-03-19T14:41:00-04:00,2021-03-19T14:41:00-04:00,314.21,0.5947949999999984,dark_green_next_open,40,40.0,24726.463404456757,24703.043016335443,-23.420388121314318,-0.09471790501626165
rth_intraday_threshold_-4,-4.0,True,2021-03-19T14:56:00-04:00,2021-03-19T14:57:00-04:00,313.92,-0.25187864285711614,2021-03-19T15:04:00-04:00,2021-03-19T15:04:00-04:00,313.91,0.04512714285714148,dark_green_next_open,7,7.0,24703.043016335443,24697.316137507474,-5.726878827968903,-0.02318288813317748
rth_intraday_threshold_-4,-4.0,True,2021-03-19T15:18:00-04:00,2021-03-19T15:19:00-04:00,313.5,-0.5039983571428585,2021-03-19T15:44:00-04:00,2021-03-19T15:44:00-04:00,313.875,0.4067792857142811,dark_green_next_open,25,25.0,24697.316137507474,24721.913504502478,24.59736699500354,0.099595303627531
rth_intraday_threshold_-4,-4.0,True,2021-03-22T10:18:00-04:00,2021-03-22T10:19:00-04:00,317.13,-0.32731439285713815,2021-03-22T10:36:00-04:00,2021-03-22T10:36:00-04:00,317.31,0.3165219285714134,dark_green_next_open,17,17.0,24721.913504502478,24730.998735261182,9.08523075870471,0.03674970692317814
