session_date,equity,daily_return
2021-03-08,25000.0,0.0
2021-03-09,25000.0,0.0
2021-03-10,25000.0,0.0
2021-03-11,25000.0,0.0
2021-03-12,25000.0,0.0
2021-03-15,25000.0,0.0
2021-03-16,25000.0,0.0
2021-03-17,25000.0,0.0
2021-03-18,25000.0,0.0
2021-03-19,25072.697292626723,0.002907891705068888
2021-03-22,25387.746829709093,0.012565442537170401
2021-03-23,25387.746829709093,0.0
2021-03-24,25240.610510849907,-0.005795564287217725
2021-03-25,25204.98737566651,-0.0014113420579935365
2021-03-26,25184.657090494013,-0.0008065977129639856
2021-03-29,25184.657090494013,0.0
2021-03-30,25184.657090494013,0.0
2021-03-31,25184.657090494013,0.0
2021-04-01,25184.657090494013,0.0
2021-04-05,25184.657090494013,0.0
2021-04-06,25210.33810812738,0.0010197088465841997
2021-04-07,25253.54139333402,0.0017137130419013769
2021-04-08,25253.54139333402,0.0
2021-04-09,25253.54139333402,0.0
2021-04-12,25303.365888122036,0.001972970602894142
2021-04-13,25303.365888122036,0.0
2021-04-14,25163.981303899902,-0.005508539252778388
2021-04-15,25492.723753083137,0.013064007845701608
2021-04-16,25492.723753083137,0.0
2021-04-19,25550.49019422957,0.00226599721967502
2021-04-20,25301.419320237925,-0.009748183776446484
2021-04-21,25362.45821502102,0.0024124691982900792
2021-04-22,25312.350878413166,-0.0019756498436802605
2021-04-23,25597.482708897394,0.011264533739036908
2021-04-26,25597.482708897394,0.0
2021-04-27,25597.482708897394,0.0
2021-04-28,25497.071531827492,-0.003922697329726055
2021-04-29,25554.732066924233,0.002261457164786984
2021-04-30,25394.723147348315,-0.006261420356780789
2021-05-03,25247.145602013323,-0.005811346888040525
2021-05-04,25247.145602013323,0.0
2021-05-05,25247.145602013323,0.0
2021-05-06,25247.145602013323,0.0
2021-05-07,25247.145602013323,0.0
2021-05-10,25171.18142811003,-0.0030088222684957477
2021-05-11,25171.75618851025,2.2834065292576256e-05
2021-05-12,25025.51406621888,-0.005809770331325792
2021-05-13,25442.252702923983,0.01665255049716019
2021-05-14,25442.252702923983,0.0
2021-05-17,25442.252702923983,0.0
2021-05-18,25442.252702923983,0.0
2021-05-19,25442.252702923983,0.0
2021-05-20,25442.252702923983,0.0
2021-05-21,25442.252702923983,0.0
2021-05-24,25442.252702923983,0.0
2021-05-25,25442.252702923983,0.0
2021-05-26,25442.252702923983,0.0
2021-05-27,25423.05873949037,-0.0007544128917250648
2021-05-28,25506.817120322103,0.003294583145561081
2021-06-01,25315.633290872905,-0.0074954012704656625
2021-06-02,25483.607383818588,0.0066351922156433485
2021-06-03,25247.203703631396,-0.009276696059024259
2021-06-04,25247.203703631396,0.0
2021-06-07,25247.203703631396,0.0
2021-06-08,25247.203703631396,0.0
2021-06-09,25247.203703631396,0.0
2021-06-10,25210.20524258254,-0.0014654478762546885
2021-06-11,25210.20524258254,0.0
2021-06-14,25210.20524258254,0.0
2021-06-15,25149.6223218442,-0.0024031109685694885
2021-06-16,25154.020462905697,0.00017487901031731923
2021-06-17,25484.58139496446,0.013141475039596173
2021-06-18,25484.58139496446,0.0
2021-06-21,25484.58139496446,0.0
2021-06-22,25484.58139496446,0.0
2021-06-23,25484.58139496446,0.0
2021-06-24,25484.58139496446,0.0
2021-06-25,25409.32476512176,-0.002953025936599074
2021-06-28,25629.248589356528,0.008655240793200791
2021-06-29,25629.248589356528,0.0
2021-06-30,25629.248589356528,0.0
2021-07-01,25629.910488420333,2.5825925465516875e-05
2021-07-02,25629.910488420333,0.0
2021-07-06,25820.88915102002,0.007451397954977956
2021-07-07,25820.88915102002,0.0
2021-07-08,25958.639673615853,0.005334848145242654
2021-07-09,26086.95959657226,0.004943245276709529
2021-07-12,26086.95959657226,0.0
2021-07-13,26016.083273586803,-0.0027169253942023186
2021-07-14,26081.685031109188,0.0025215846994535163
2021-07-15,26048.722100710795,-0.0012638343864315171
2021-07-16,25815.957586416178,-0.00893573640175871
2021-07-19,25445.232205555883,-0.014360318791946103
2021-07-20,25445.232205555883,0.0
2021-07-21,25445.232205555883,0.0
2021-07-22,25445.232205555883,0.0
2021-07-23,25445.232205555883,0.0
2021-07-26,25445.232205555883,0.0
2021-07-27,25382.789758966017,-0.0024539939775527486
2021-07-28,25488.892661827416,0.004180111952584831
2021-07-29,25488.892661827416,0.0
2021-07-30,25488.892661827416,0.0
2021-08-02,25488.892661827416,0.0
2021-08-03,25625.90068738328,0.005375205089275914
2021-08-04,25625.90068738328,0.0
2021-08-05,25625.90068738328,0.0
2021-08-06,25625.90068738328,0.0
2021-08-09,25625.90068738328,0.0
2021-08-10,25645.708621394817,0.000772965378004864
2021-08-11,25559.961983147823,-0.003343508245877036
2021-08-12,25604.398141364083,0.001738506428356823
2021-08-13,25604.398141364083,0.0
2021-08-16,25818.404917311946,0.008358203726028357
2021-08-17,25858.24784187709,0.0015431985319289687
2021-08-18,25810.802314464167,-0.0018348314898617435
2021-08-19,26100.791260196263,0.01123517751207559
2021-08-20,26100.791260196263,0.0
2021-08-23,26100.791260196263,0.0
2021-08-24,26100.791260196263,0.0
2021-08-25,26100.791260196263,0.0
