variant_id,archetype,side,timeframe_minutes,pd_lookback,bb_length,lb_lookback,mult,ph,pl,trigger_mode,confirm_mode,trend_window,hold_bars,full_history_total_return_pct,full_history_cagr_pct,full_history_max_drawdown_pct,full_history_daily_sharpe,full_history_trade_count,full_history_win_rate_pct,full_history_profit_factor,full_history_avg_trade_return_pct,full_history_median_trade_return_pct,full_history_avg_trade_pnl,full_history_avg_hold_bars,full_history_avg_hold_minutes,full_history_exposure_pct,full_history_profitable_days_pct,full_history_avg_trades_per_day,full_history_final_equity,last_1y_total_return_pct,last_1y_cagr_pct,last_1y_max_drawdown_pct,last_1y_daily_sharpe,last_1y_trade_count,last_1y_win_rate_pct,last_1y_profit_factor,last_1y_avg_trade_return_pct,last_1y_median_trade_return_pct,last_1y_avg_trade_pnl,last_1y_avg_hold_bars,last_1y_avg_hold_minutes,last_1y_exposure_pct,last_1y_profitable_days_pct,last_1y_avg_trades_per_day,last_1y_final_equity,last_90d_total_return_pct,last_90d_cagr_pct,last_90d_max_drawdown_pct,last_90d_daily_sharpe,last_90d_trade_count,last_90d_win_rate_pct,last_90d_profit_factor,last_90d_avg_trade_return_pct,last_90d_median_trade_return_pct,last_90d_avg_trade_pnl,last_90d_avg_hold_bars,last_90d_avg_hold_minutes,last_90d_exposure_pct,last_90d_profitable_days_pct,last_90d_avg_trades_per_day,last_90d_final_equity,ytd_2026_total_return_pct,ytd_2026_cagr_pct,ytd_2026_max_drawdown_pct,ytd_2026_daily_sharpe,ytd_2026_trade_count,ytd_2026_win_rate_pct,ytd_2026_profit_factor,ytd_2026_avg_trade_return_pct,ytd_2026_median_trade_return_pct,ytd_2026_avg_trade_pnl,ytd_2026_avg_hold_bars,ytd_2026_avg_hold_minutes,ytd_2026_exposure_pct,ytd_2026_profitable_days_pct,ytd_2026_avg_trades_per_day,ytd_2026_final_equity,positive_window_count,full_history_total_return_pct_rank,last_1y_total_return_pct_rank,last_90d_total_return_pct_rank,ytd_2026_total_return_pct_rank,stability_score
long_stable_60m_pd44_bbl20_lb20_mult1.5_ph0.9,long_stable_60m,long,60,44,20,20,1.5,0.9,1.01,either,none,0,8,13.661284290529574,2.597370912029451,25.813496780100152,0.2852565750097941,395,59.49367088607595,1.0804218890186512,0.04106898372702594,0.19729706028941418,8.64638246236057,5.987341772151899,1731.0379746835442,26.93621867881549,28.742038216560513,0.3144904458598726,28415.321072632392,12.304731244688982,12.313657964497814,12.223172165923746,1.104517303902955,80,66.25,1.4060450509208067,0.15370365404289082,0.32430022652542023,38.91675857677005,6.0,1716.75,27.226318774815656,30.555555555555557,0.31746031746031744,28076.182811172246,9.67891663599656,46.735054642106164,2.4426760525850355,3.6202818643792494,22,72.72727272727273,4.240472996043925,0.4249032343570779,0.3102671715163763,113.98126801834587,6.363636363636363,1450.909090909091,32.863849765258216,34.42622950819672,0.36065573770491804,27419.72915899914,10.664683883383308,79.9482774338603,1.6338303297624868,5.613540574542064,14,92.85714285714286,7.151001736562995,0.7189194300510507,0.7347124870366595,192.40745756200002,5.928571428571429,1217.142857142857,27.27272727272727,36.36363636363637,0.3181818181818182,27666.170970845826,4,324,240,13,7,584
long_stable_60m_pd44_bbl20_lb20_mult2_ph0.9,long_stable_60m,long,60,44,20,20,2.0,0.9,1.01,either,none,0,8,11.36086152685074,2.178152495212582,27.40439216103233,0.24982501113533942,389,58.86889460154242,1.0686963993290004,0.03626750252859299,0.18486103250723307,7.301324888721239,6.030848329048843,1744.318766066838,26.71981776765376,28.503184713375795,0.30971337579617836,27840.215381712685,12.827910347963378,12.837237857853134,11.95045633805104,1.1595692349584503,78,66.66666666666666,1.4395658599554784,0.16349943164277078,0.32430022652542023,40.580496789563625,6.089743589743589,1743.8461538461538,26.942711287577993,30.555555555555557,0.30952380952380953,28206.977586990844,9.678916635996671,46.73505464210679,2.4426760525850466,3.620281864379288,22,72.72727272727273,4.240472996044006,0.4249032343570835,0.3102671715163874,111.67436901382528,6.363636363636363,1450.909090909091,32.863849765258216,34.42622950819672,0.36065573770491804,27419.72915899917,10.664683883383375,79.94827743386092,1.6338303297624646,5.613540574542099,14,92.85714285714286,7.151001736563157,0.7189194300510555,0.7347124870366484,188.51326880599507,5.928571428571429,1217.142857142857,27.27272727272727,36.36363636363637,0.3181818181818182,27666.170970845844,4,448,219,12,6,685
long_stable_60m_pd34_bbl20_lb100_mult2.5_ph0.8,long_stable_60m,long,60,34,20,100,2.5,0.8,1.01,either,none,0,8,9.24696558952396,1.7867745655775868,26.252146372735506,0.23359499673994683,263,58.55513307984791,1.0857446617040407,0.04222868629038496,0.17158600054749673,8.789891244794731,6.243346007604563,1713.764258555133,18.701594533029613,19.904458598726116,0.20939490445859874,27311.74139738099,22.77541370862688,22.79266962606512,5.308410902427174,1.7776211137708375,58,72.41379310344827,2.0123537491003156,0.36655439368887455,0.3657635046106167,87.35268656455979,6.5344827586206895,1976.896551724138,21.49744753261486,24.206349206349206,0.23015873015873015,30693.85342715672,8.856336082768301,42.22103897368341,2.3484894045759486,3.4933287615572555,15,86.66666666666667,5.380434285682836,0.572286355956088,0.5505370181328129,148.13528210671382,6.866666666666666,1776.0,24.178403755868544,24.59016393442623,0.2459016393442623,27214.084020692077,8.817606108922815,63.21790269693584,2.3484894045759375,4.747674860122352,10,90.0,5.706768028660271,0.7741165104785097,0.6226258616604086,201.05194208236244,6.8,1224.0,24.350649350649352,27.27272727272727,0.22727272727272727,27204.401527230704,4,577,39,43,51,710
long_stable_60m_pd11_bbl30_lb100_mult2.5_ph0.9,long_stable_60m,long,60,11,30,100,2.5,0.9,1.01,either,none,0,8,27.62405678859279,5.005644231093176,18.589824425876667,0.6721357213101762,179,61.452513966480446,1.347248315824584,0.14450992086673806,0.28244938224362137,38.58108490026926,6.720670391061453,1859.6648044692738,13.701594533029612,15.764331210191083,0.14251592356687898,31906.014197148197,12.279849116197838,12.288756816192326,5.591694467521313,1.2517935546528973,41,73.17073170731707,1.682650883269781,0.2945384383198111,0.443336078164247,85.10986617731768,6.390243902439025,1861.4634146341464,14.861032331253545,19.047619047619047,0.1626984126984127,28069.96227904946,6.493068508861932,29.837184360211477,1.6550349219884852,3.407370161620619,11,81.81818181818183,6.209012943589106,0.5783774504756292,0.3581266252873361,176.85140444744056,7.0,1778.1818181818182,18.07511737089202,22.950819672131146,0.18032786885245902,26623.267127215484,6.39042279543407,43.20911076620957,1.6550349219884963,4.028447128408978,8,87.5,7.648909512291109,0.7831068183797154,0.6421371078021099,239.55741865616847,7.0,1672.5,18.181818181818183,25.0,0.18181818181818182,26597.60569885852,4,16,241,206,256,719
long_stable_60m_pd34_bbl20_lb100_mult2_ph0.8,long_stable_60m,long,60,34,20,100,2.0,0.8,1.01,either,none,0,8,8.926931345610178,1.726994945609972,27.357918065234433,0.2181607241520569,320,58.4375,1.0654155218759132,0.03545667161089279,0.2045018239340446,6.974165113758067,6.215625,1793.25,22.65375854214123,24.761146496815286,0.25477707006369427,27231.732836402545,20.888610791149254,20.904318998290062,7.18189403358116,1.6330531291101475,66,71.21212121212122,1.8144051927025964,0.2989244042213893,0.3995146873800093,71.29441556124871,6.363636363636363,1836.3636363636363,23.823028927963698,27.77777777777778,0.2619047619047619,30222.152697787315,9.351442830363998,44.92516642378721,2.3484894045759153,3.669004380067051,16,87.5,5.684800153340552,0.5649291135308099,0.48531238615484584,145.54905849894135,6.75,1747.5,25.352112676056336,29.508196721311474,0.26229508196721313,27337.860707591,8.81760610892286,63.217902696936214,2.3484894045759486,4.747674860122389,10,90.0,5.706768028660419,0.7741165104785175,0.6226258616604197,200.46296914453995,6.8,1224.0,24.350649350649352,27.27272727272727,0.22727272727272727,27204.401527230715,4,594,59,30,50,733
long_stable_60m_pd11_bbl30_lb100_mult2.5_ph0.8,long_stable_60m,long,60,11,30,100,2.5,0.8,1.01,either,none,0,8,17.205057804942967,3.230083937718198,23.721730774973416,0.4368643499624641,201,61.69154228855721,1.1997845470083002,0.08674844074525283,0.27431201515888404,21.399325628038508,6.562189054726368,1947.4626865671642,15.022779043280183,16.958598726114648,0.16003184713375795,29301.264451235744,13.82563012734277,13.835726560085782,5.2192143498854815,1.431649996965595,47,74.46808510638297,1.7466423944752674,0.2856300682787209,0.3992383075801964,75.72397005972643,6.170212765957447,1829.3617021276596,16.449234259784458,21.428571428571427,0.1865079365079365,28456.40753183569,6.709717660145542,30.937035471030818,2.1777622922546924,3.310694558032764,13,84.61538461538461,4.729217319261185,0.5056824230000654,0.35812662528731387,141.7239619524147,6.615384615384615,1624.6153846153845,20.187793427230048,24.59016393442623,0.21311475409836064,26677.429415036386,6.606863124612938,44.90647744566583,2.1777622922547035,3.9091155985583517,10,90.0,5.365825387611753,0.6476574090806575,0.5961953081596416,181.5919143790161,6.5,1494.0,21.1038961038961,27.27272727272727,0.22727272727272727,26651.715781153234,4,199,187,182,227,795
long_stable_60m_pd34_bbl20_lb100_mult1.5_ph0.8,long_stable_60m,long,60,34,20,100,1.5,0.8,1.01,either,none,0,8,6.610682015904623,1.290100738088995,29.140690302699866,0.17222950247189345,375,58.4,1.0439184269655526,0.025361206833841958,0.17158600054749673,4.407121343936422,6.072,1705.12,25.933940774487475,27.627388535031848,0.29856687898089174,26652.670503976155,22.166916636009603,22.183671227996093,7.785244001732972,1.6746812817781873,76,71.05263157894737,1.7544259363729424,0.27407588552110534,0.3657635046106056,63.63247465210536,6.118421052631579,1710.7894736842106,26.375496313102666,29.761904761904763,0.30158730158730157,30541.7291590024,9.709961980436033,46.90752259431812,2.2118489663015883,3.6832534187561596,20,80.0,4.404830073244336,0.46877871613551614,0.36251549015701157,117.94572370595179,6.65,1575.0,31.220657276995308,32.78688524590164,0.32786885245901637,27427.490495109007,9.805589595598585,71.99866447274876,1.6338303297624646,5.134974434615704,13,92.3076923076923,6.928890071620936,0.7476964266398742,0.641853598186426,187.97993302489033,6.615384615384615,1403.076923076923,28.57142857142857,31.818181818181817,0.29545454545454547,27451.397398899648,4,745,43,9,21,818
long_stable_60m_pd44_bbl30_lb100_mult1.5_ph0.8,long_stable_60m,long,60,44,30,100,1.5,0.8,1.01,either,none,0,8,11.75767900213267,2.2509579129541324,27.98370336678,0.2603352690122145,302,57.615894039735096,1.0880961007560987,0.046904513707749694,0.25162160855195514,9.733177981897608,6.47682119205298,1854.4370860927152,22.277904328018224,22.85031847133758,0.24044585987261147,27939.41975053317,32.13004322959878,32.155260430610056,6.365635603995212,1.9725499828009654,62,72.58064516129032,2.2694793182905095,0.46737962362122754,0.3995146873800093,109.5810419713202,6.709677419354839,1891.9354838709678,23.596142938173568,27.380952380952383,0.24603174603174602,33032.510807399696,6.7345096639744195,31.06334515824345,2.286928643348385,2.636050496643579,16,75.0,3.0597955154118344,0.4141595578731755,0.27612624169464084,110.17892251307126,7.4375,2032.5,27.93427230046948,27.86885245901639,0.26229508196721313,26683.627415993604,6.7000913591907185,45.6427029754668,1.8723852335664093,3.6554966560030864,9,77.77777777777779,4.264765999857228,0.7612892404736615,0.487554332858231,202.5669930385124,7.555555555555555,2113.3333333333335,22.727272727272727,25.0,0.20454545454545456,26675.02283979768,4,432,4,177,215,828
long_stable_60m_pd44_bbl20_lb50_mult2_ph0.95,long_stable_60m,long,60,44,20,50,2.0,0.95,1.01,either,none,0,8,10.40141694979031,2.001258880486856,22.444497006872822,0.24702425137848474,311,60.12861736334405,1.0732113347249086,0.04077218335567212,0.2624077177454609,8.361267644525782,6.440514469453376,1842.829581993569,22.813211845102504,25.398089171974526,0.24761146496815287,27600.354237447576,14.349435629005614,14.359938151344087,7.653388085378177,1.4858828050702677,62,72.58064516129032,1.668062812166676,0.22458205288846173,0.38307133130347504,55.86293653724562,6.354838709677419,1843.5483870967741,22.34826999432785,28.174603174603174,0.24603174603174602,28587.358907251404,9.640364018028746,46.52109509491606,2.26984288589972,4.3459866465027766,17,82.35294117647058,5.748692359939782,0.5473075065872214,0.4200877541768344,142.75413571109354,6.411764705882353,1708.235294117647,25.586854460093893,31.147540983606557,0.2786885245901639,27410.091004507187,7.151480130281018,49.251253743090054,2.26984288589972,4.389454859081713,9,88.88888888888889,4.765027328363136,0.6878815672322821,0.6033981251343912,181.57696805203562,6.444444444444445,1180.0,21.1038961038961,27.27272727272727,0.20454545454545456,26787.870032570256,4,503,180,14,165,862
long_stable_60m_pd11_bbl30_lb100_mult1.5_ph0.95,long_stable_60m,long,60,11,30,100,1.5,0.95,1.01,either,none,0,8,12.216439623829988,2.3348710231092085,24.78335152237685,0.2913940349313309,287,62.02090592334495,1.0972275634549764,0.048247767440645586,0.26379656197723644,10.641497930165603,6.2682926829268295,1813.7979094076654,20.48974943052392,23.00955414012739,0.2285031847133758,28054.1099059575,14.439631974618772,14.450204589488468,8.064989357405427,1.4810017196041565,63,73.01587301587301,1.6617284930670524,0.22201250530116762,0.35812662528731387,56.186970526747736,6.190476190476191,1817.142857142857,22.12138400453772,27.77777777777778,0.25,28609.90799365469,7.413070541679723,34.55651870247052,2.1777622922546924,3.5423226840774857,15,86.66666666666667,5.128318993934434,0.48201028876780755,0.35812662528731387,129.0762192894707,7.066666666666666,1856.0,24.88262910798122,29.508196721311474,0.2459016393442623,26853.267635419932,7.132734280096464,49.09993512223247,2.17776229225467,4.094294061778106,10,90.0,5.198901292701021,0.6161263965757691,0.5961953081596527,165.6440988771439,7.1,1344.0,25.324675324675322,29.545454545454547,0.22727272727272727,26783.183570024117,4,396,178,129,167,870
