variant_id,side,timeframe_minutes,mult,ph,trigger_mode,confirm_mode,trend_window,hold_bars,entry_signal_time,entry_time,entry_session_date,entry_price,entry_wvf,entry_upper_band,entry_range_high,exit_signal_time,exit_time,exit_price,exit_wvf,exit_midline,exit_reason,bars_held,hold_minutes,equity_before,equity_after,pnl_dollars,return_pct
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-03-10T10:29:00-05:00,2021-03-10T10:30:00-05:00,2021-03-10,312.0,0.9592173802566326,0.9412949297897308,,2021-03-10T11:29:00-05:00,2021-03-10T11:30:00-05:00,313.02,0.957629272011176,0.468699768609446,hold_limit_next_open,4,60.0,25000.0,24913.47334742335,-86.52665257664921,-0.34610661030659573
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-03-12T09:44:00-05:00,2021-03-12T09:45:00-05:00,2021-03-12,313.45,2.2580645161290436,1.6789602027044457,1.919354838709687,2021-03-12T10:44:00-05:00,2021-03-12T10:45:00-05:00,313.035,2.267460068900723,0.732312682316666,hold_limit_next_open,4,60.0,24913.47334742335,24940.59453733687,27.12118991351963,0.10886153662843512
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-03-16T12:29:00-04:00,2021-03-16T12:30:00-04:00,2021-03-16,321.7,0.7811776330009046,0.7462795018011372,1.4826743147303578,2021-03-16T13:29:00-04:00,2021-03-16T13:30:00-04:00,322.56,0.4199215734708413,0.31819759466880854,hold_limit_next_open,4,60.0,24940.59453733687,24868.90558073351,-71.68895660336057,-0.28743884391384533
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-04-06T13:29:00-04:00,2021-04-06T13:30:00-04:00,2021-04-06,330.41,0.7753335737468398,0.7543871812784082,0.6590335376848138,2021-04-06T14:29:00-04:00,2021-04-06T14:30:00-04:00,331.68,0.4056978002163619,0.34089950032099137,hold_limit_next_open,4,60.0,24868.90558073351,24768.59687822848,-100.30870250502994,-0.40334988678689676
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-04-12T09:59:00-04:00,2021-04-12T10:00:00-04:00,2021-04-12,335.6,0.622960545832104,0.5664989388406435,0.5630482783314361,2021-04-12T10:59:00-04:00,2021-04-12T11:00:00-04:00,335.72,0.6437258973598385,0.24247014562257752,hold_limit_next_open,4,60.0,24768.59687822848,24754.48773143633,-14.109146792150568,-0.05696385169299267
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-04-19T10:14:00-04:00,2021-04-19T10:15:00-04:00,2021-04-19,339.02,0.9764083374747786,0.8527808286054186,0.8299470868535618,2021-04-19T11:14:00-04:00,2021-04-19T11:15:00-04:00,339.7,0.9062472593328751,0.39884380389978397,hold_limit_next_open,4,60.0,24754.48773143633,24699.772671130366,-54.71506030596356,-0.22103087286463596
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-04-22T13:14:00-04:00,2021-04-22T13:15:00-04:00,2021-04-22,337.75,0.8097505586846255,0.7564209883687847,1.0460697330646356,2021-04-22T14:14:00-04:00,2021-04-22T14:15:00-04:00,335.27,1.695640567640647,0.4757319364990247,hold_limit_next_open,4,60.0,24699.772671130366,24876.33705882709,176.5643876967224,0.7148421568393459
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-04-27T09:59:00-04:00,2021-04-27T10:00:00-04:00,2021-04-27,340.18,0.5207723815096634,0.48808263409926156,0.6907896576314729,2021-04-27T10:59:00-04:00,2021-04-27T11:00:00-04:00,339.98,0.6699824458747865,0.2612497729700852,hold_limit_next_open,4,60.0,24876.33705882709,24885.85397426441,9.516915437321586,0.03825690018115502
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-05-04T09:44:00-04:00,2021-05-04T09:45:00-04:00,2021-05-04,331.41,1.830648092496038,1.6362219357993455,1.5560508786216323,2021-05-04T10:44:00-04:00,2021-05-04T10:45:00-04:00,329.431,2.236146581932657,1.2894448012931652,hold_limit_next_open,4,60.0,24885.85397426441,25029.692937887074,143.83896362266387,0.5779948872617124
short_15m_mult3_ph0.85_band_red_bar_ema0_hold4,short,15,3.0,0.85,band,red_bar,0,4,2021-05-10T09:44:00-04:00,2021-05-10T09:45:00-04:00,2021-05-10,330.4,1.8879143749070972,1.7652140757388954,1.6047272186710326,2021-05-10T10:44:00-04:00,2021-05-10T10:45:00-04:00,329.38,2.1299381247025297,1.0320803758352524,hold_limit_next_open,4,60.0,25029.692937887074,25102.051187985802,72.3582500987286,0.28908964356171296
