variant_id,side,timeframe_minutes,mult,ph,trigger_mode,confirm_mode,trend_window,hold_bars,entry_signal_time,entry_time,entry_session_date,entry_price,entry_wvf,entry_upper_band,entry_range_high,exit_signal_time,exit_time,exit_price,exit_wvf,exit_midline,exit_reason,bars_held,hold_minutes,equity_before,equity_after,pnl_dollars,return_pct
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-03-25T10:29:00-04:00,2021-03-25T10:30:00-04:00,2021-03-25,310.635,3.532604457476173,3.3589517748253885,3.9301760345892554,2021-03-26T11:29:00-04:00,2021-03-26T11:30:00-04:00,311.37,2.9898466865261883,2.46619617262192,hold_limit_next_open,8,1500.0,25000.0,25054.141445241192,54.14144524119183,0.21656578096476142
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-04-14T11:29:00-04:00,2021-04-14T11:30:00-04:00,2021-04-14,338.32,0.975292206459338,0.9104876392153904,0.8777629858134042,2021-04-15T10:29:00-04:00,2021-04-15T10:30:00-04:00,340.92,0.4973227847730162,0.5998694525876787,midline_next_open,6,1380.0,25054.141445241192,25241.634237839633,187.49279259844116,0.7483504992906287
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-04-19T13:29:00-04:00,2021-04-19T13:30:00-04:00,2021-04-19,338.09,1.4878797625661673,1.9046139125209456,1.4134992639857358,2021-04-20T14:29:00-04:00,2021-04-20T14:30:00-04:00,335.62,2.0205269159917028,1.009884091157949,hold_limit_next_open,8,1500.0,25241.634237839633,25052.214049995942,-189.42018784369066,-0.7504275914105851
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-04-21T10:29:00-04:00,2021-04-21T10:30:00-04:00,2021-04-21,336.78,2.345097809877476,3.1456493155370597,2.1105880288897287,2021-04-21T12:29:00-04:00,2021-04-21T12:30:00-04:00,337.66,1.3099798239714664,1.4115507913993732,midline_next_open,2,120.0,25052.214049995942,25112.651744740524,60.43769474458168,0.24124691982898572
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-05-03T15:59:00-04:00,2021-05-04T09:30:00-04:00,2021-05-04,333.56,1.310916465816247,1.6697436474297067,1.2567018205384899,2021-05-05T10:29:00-04:00,2021-05-05T10:30:00-04:00,331.11,2.9796164480263623,2.099141929514446,hold_limit_next_open,8,1500.0,25112.651744740524,24923.2137916048,-189.43795313572264,-0.7543526468701045
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-05-06T10:29:00-04:00,2021-05-06T10:30:00-04:00,2021-05-06,327.16,3.8325575914688006,5.340204661718241,3.7061313267885607,2021-05-06T11:29:00-04:00,2021-05-06T11:30:00-04:00,328.99,2.8932413802936594,2.901968559424382,midline_next_open,1,60.0,24923.2137916048,25057.611840304085,134.39804869928412,0.5392484686086219
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-05-11T10:29:00-04:00,2021-05-11T10:30:00-04:00,2021-05-11,321.09,5.12416356877324,4.8532674325406635,4.611747211895916,2021-05-12T11:29:00-04:00,2021-05-12T11:30:00-04:00,318.72,5.463197026022306,3.012936802973978,hold_limit_next_open,8,1500.0,25057.611840304085,24867.6846155165,-189.92722478758515,-0.7579621952723214
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-05-19T10:29:00-04:00,2021-05-19T10:30:00-04:00,2021-05-19,319.251,3.2070506150927116,2.7588933326565717,4.982838382330998,2021-05-20T10:29:00-04:00,2021-05-20T10:30:00-04:00,327.24,1.023713482459364,1.4798605658214683,midline_next_open,7,1440.0,24867.6846155165,25484.880719984947,617.1961044684467,2.481920267250537
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-06-01T10:29:00-04:00,2021-06-01T10:30:00-04:00,2021-06-01,333.18,0.8799140965220988,0.7652134258313852,0.9213421342134277,2021-06-02T11:29:00-04:00,2021-06-02T11:30:00-04:00,333.97,0.5488874306508327,0.5239468452659625,hold_limit_next_open,8,1500.0,25484.880719984947,25540.19887761096,55.318157626014,0.21706265072936048
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-06-02T14:29:00-04:00,2021-06-02T14:30:00-04:00,2021-06-02,332.35,1.0633538149495907,1.3430802154052084,1.028157251088703,2021-06-03T15:29:00-04:00,2021-06-03T15:30:00-04:00,330.36,1.3957380674855673,1.0590876033589587,hold_limit_next_open,8,1500.0,25540.19887761096,25382.195557580617,-158.00332003034418,-0.6186456134797513
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-06-10T10:29:00-04:00,2021-06-10T10:30:00-04:00,2021-06-10,339.73,0.8830541900921319,0.7955430596436583,1.8737696116446987,2021-06-10T12:29:00-04:00,2021-06-10T12:30:00-04:00,339.3,0.2796338268625218,0.31591744275345063,midline_next_open,2,120.0,25382.195557580617,25344.99927300608,-37.19628457453655,-0.14654478762546885
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-06-15T12:29:00-04:00,2021-06-15T12:30:00-04:00,2021-06-15,343.02,0.6676536329066188,0.6615500248826706,0.7947487710829187,2021-06-16T13:29:00-04:00,2021-06-16T13:30:00-04:00,341.915,0.914395192893853,0.4904008323971242,hold_limit_next_open,8,1500.0,25344.99927300608,25258.300816287527,-86.69845671855364,-0.3420732262987003
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-06-16T14:29:00-04:00,2021-06-16T14:30:00-04:00,2021-06-16,339.65,1.8665273302563228,1.6014811360567327,1.6798745972306905,2021-06-17T11:29:00-04:00,2021-06-17T11:30:00-04:00,345.455,0.5210594876248404,0.7740112896457627,midline_next_open,4,1260.0,25258.300816287527,25684.855805932493,426.55498964496655,1.6887715161342465
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-01T11:29:00-04:00,2021-07-01T11:30:00-04:00,2021-07-01,353.19,0.642325895875584,0.5496733169101788,0.5780933062880256,2021-07-01T15:29:00-04:00,2021-07-01T15:30:00-04:00,354.28,0.21131958530537948,0.2772031673874606,midline_next_open,4,240.0,25684.855805932493,25758.970751660814,74.11494572832089,0.2885550391573677
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-06T12:29:00-04:00,2021-07-06T12:30:00-04:00,2021-07-06,357.38,0.9584930821803603,0.8361333616020051,0.8626437739623243,2021-07-06T15:29:00-04:00,2021-07-06T15:30:00-04:00,360.115,0.26728500912935454,0.3484819003917031,midline_next_open,3,180.0,25758.970751660814,25950.911093642073,191.94034198125883,0.7451397954977734
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-08T10:29:00-04:00,2021-07-08T10:30:00-04:00,2021-07-08,356.92,1.8390567110572342,1.3884283902631862,1.6551510399515108,2021-07-09T11:29:00-04:00,2021-07-09T11:30:00-04:00,360.67,0.7339775289487684,0.6607539829453085,hold_limit_next_open,8,1500.0,25950.911093642073,26218.321345736324,267.4102520942506,1.0304464884848041
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-15T12:29:00-04:00,2021-07-15T12:30:00-04:00,2021-07-15,360.12,1.7188996852333458,1.8368807011798787,1.6551510399515108,2021-07-16T13:29:00-04:00,2021-07-16T13:30:00-04:00,359.71,1.404818087032872,1.2235215416289908,hold_limit_next_open,8,1500.0,26218.321345736324,26183.234108381876,-35.08723735444801,-0.1338271695268345
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-16T15:29:00-04:00,2021-07-16T15:30:00-04:00,2021-07-16,357.88,1.8273610272732177,2.6177383272258474,1.6972765840974513,2021-07-19T15:59:00-04:00,2021-07-20T09:30:00-04:00,355.65,2.9423108711223778,2.214309411304339,hold_limit_next_open,8,5400.0,26183.234108381876,26014.878982688493,-168.35512569338243,-0.642988276377543
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-07-27T10:29:00-04:00,2021-07-27T10:30:00-04:00,2021-07-27,365.3,1.13396303246331,0.8369056236775234,2.9953904406519225,2021-07-28T11:29:00-04:00,2021-07-28T11:30:00-04:00,366.0,0.8192671981951671,0.8519336771444301,midline_next_open,8,1500.0,26014.878982688493,26059.51687308216,44.637890393667476,0.17158600054749673
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-06T11:29:00-04:00,2021-08-06T11:30:00-04:00,2021-08-06,367.83,0.7748059604619112,0.6893414912700198,1.3071174813181379,2021-08-09T12:29:00-04:00,2021-08-09T12:30:00-04:00,368.32,0.41917948995320187,0.36714935342730787,hold_limit_next_open,8,4380.0,26059.51687308216,26089.01313765896,29.49626457679915,0.11318807144604648
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-10T11:29:00-04:00,2021-08-10T11:30:00-04:00,2021-08-10,366.53,1.122319279552148,1.0749643152027244,1.3071174813181379,2021-08-11T12:29:00-04:00,2021-08-11T12:30:00-04:00,365.66,1.1232605720634614,0.6853596348108344,hold_limit_next_open,8,1500.0,26089.01313765896,26021.882786142145,-67.1303515168147,-0.25731272839873975
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-16T10:29:00-04:00,2021-08-16T10:30:00-04:00,2021-08-16,364.49,1.2255300688682778,1.5687236500607582,1.1511727165562304,2021-08-16T14:29:00-04:00,2021-08-16T14:30:00-04:00,367.61,0.589718561900117,0.5903275265240303,midline_next_open,4,240.0,26021.882786142145,26239.378983803545,217.4961976613995,0.8358203726028135
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-17T12:29:00-04:00,2021-08-17T12:30:00-04:00,2021-08-17,365.105,1.3469929804591232,1.7414328224857605,1.249389946315277,2021-08-18T13:29:00-04:00,2021-08-18T13:30:00-04:00,365.0705,1.075968235899945,0.9805546699677763,hold_limit_next_open,8,1500.0,26239.378983803545,26231.652419051577,-7.726564751967089,-0.029446446719394448
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-18T15:59:00-04:00,2021-08-19T09:30:00-04:00,2021-08-19,360.22,1.9256308100929664,2.1041968668730706,1.7330677290836698,2021-08-19T13:29:00-04:00,2021-08-19T13:30:00-04:00,364.34,1.2575548147545987,1.2923204069432854,midline_next_open,4,240.0,26231.652419051577,26526.369690414693,294.7172713631153,1.1235177512075811
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-08-26T10:29:00-04:00,2021-08-26T10:30:00-04:00,2021-08-26,372.95,0.6484842015371495,0.5106075905266719,2.197739653630388,2021-08-27T11:29:00-04:00,2021-08-27T11:30:00-04:00,375.04,0.19190276926356525,0.3288594269030285,midline_next_open,8,1500.0,26526.369690414693,26669.687889100107,143.31819868541425,0.5402857622737622
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-09-02T14:29:00-04:00,2021-09-02T14:30:00-04:00,2021-09-02,379.535,0.8291483573969493,0.8334664425890719,0.7462335216572543,2021-09-03T12:29:00-04:00,2021-09-03T12:30:00-04:00,381.5499,0.3504917346725191,0.41080526297248826,midline_next_open,5,1320.0,26669.687889100107,26805.911669611753,136.2237805116456,0.5107813075207357
long_60m_mult2.5_ph0.9_either_none_ema0_hold8,long,60,2.5,0.9,either,none,0,8,2021-09-08T11:29:00-04:00,2021-09-08T11:30:00-04:00,2021-09-08,379.89,0.9998823667803757,1.095366871973169,0.8998941301023381,2021-09-09T12:29:00-04:00,2021-09-09T12:30:00-04:00,381.02,0.5149720947862414,0.44759795114460943,hold_limit_next_open,8,1500.0,26805.911669611753,26880.270206634767,74.35853702301392,0.2773960383795071
