timeframe_minutes,family,domcycle,leveling,entry_buffer,exit_ratio,side,entry_time,exit_time,entry_price,exit_price,holding_bars,trade_return_pct,pnl_dollars_on_25k
5,breakout,40,5.0,4.0,1.0,short,2023-12-14 13:14:00-05:00,2023-12-14 15:59:00-05:00,402.17,403.37,33,-0.3383812815475995,-84.59532038689987
5,breakout,40,5.0,4.0,1.0,long,2023-12-18 12:19:00-05:00,2023-12-18 15:59:00-05:00,407.09,407.11,44,-0.03508708148074909,-8.771770370187273
5,breakout,40,5.0,4.0,1.0,short,2023-12-19 12:09:00-05:00,2023-12-19 15:59:00-05:00,408.03,409.15,46,-0.3144896208612069,-78.62240521530173
5,breakout,40,5.0,4.0,1.0,long,2023-12-20 10:24:00-05:00,2023-12-20 13:54:00-05:00,409.9497,409.66,42,-0.1106672062450564,-27.6668015612641
5,breakout,40,5.0,4.0,1.0,short,2023-12-20 14:04:00-05:00,2023-12-20 15:59:00-05:00,409.2334,402.97,23,1.4905202361293068,372.63005903232676
5,breakout,40,5.0,4.0,1.0,long,2023-12-21 15:29:00-05:00,2023-12-21 15:59:00-05:00,407.49,407.79,6,0.0336214385629097,8.405359640727426
5,breakout,40,5.0,4.0,1.0,long,2023-12-22 09:39:00-05:00,2023-12-22 14:09:00-05:00,409.13,408.08,54,-0.2966421430841071,-74.16053577102677
5,breakout,40,5.0,4.0,1.0,short,2023-12-22 14:09:00-05:00,2023-12-22 15:59:00-05:00,408.08,408.44,22,-0.12821799647127372,-32.05449911781842
5,breakout,40,5.0,4.0,1.0,long,2023-12-26 15:29:00-05:00,2023-12-26 15:59:00-05:00,411.3,410.865,6,-0.14576221735959513,-36.44055433989878
5,breakout,40,5.0,4.0,1.0,short,2023-12-27 10:19:00-05:00,2023-12-27 15:59:00-05:00,410.585,411.5,68,-0.2628527588684415,-65.71318971711037
5,breakout,40,5.0,4.0,1.0,short,2023-12-28 15:14:00-05:00,2023-12-28 15:59:00-05:00,411.41,411.21,9,0.008613305461719933,2.1533263654299835
5,breakout,40,5.0,4.0,1.0,short,2023-12-29 10:44:00-05:00,2023-12-29 13:14:00-05:00,409.919,409.28,30,0.1158844552216443,28.971113805411072
5,breakout,40,5.0,4.0,1.0,long,2023-12-29 13:49:00-05:00,2023-12-29 15:59:00-05:00,409.8801,409.46,26,-0.14249338770046413,-35.62334692511603
5,breakout,40,5.0,4.0,1.0,short,2024-01-02 09:49:00-05:00,2024-01-02 15:59:00-05:00,402.885,402.57,74,0.038186082877251816,9.546520719312953
5,breakout,40,5.0,4.0,1.0,long,2024-01-03 13:04:00-05:00,2024-01-03 15:59:00-05:00,399.83,398.335,35,-0.4139089112873018,-103.47722782182544
5,breakout,40,5.0,4.0,1.0,short,2024-01-04 09:49:00-05:00,2024-01-04 11:14:00-05:00,396.56,399.28,17,-0.7258987290699892,-181.4746822674973
5,breakout,40,5.0,4.0,1.0,long,2024-01-08 09:44:00-05:00,2024-01-08 15:59:00-05:00,399.5599,405.01,75,1.324025769352728,331.006442338182
5,breakout,40,5.0,4.0,1.0,long,2024-01-10 14:19:00-05:00,2024-01-10 15:44:00-05:00,408.94,408.02,17,-0.26497187851519,-66.2429696287975
5,breakout,40,5.0,4.0,1.0,short,2024-01-11 10:09:00-05:00,2024-01-11 15:59:00-05:00,406.2699,409.34,70,-0.7956799063873409,-198.91997659683523
5,breakout,40,5.0,4.0,1.0,long,2024-01-12 09:49:00-05:00,2024-01-12 14:49:00-05:00,410.96,409.2699,60,-0.45125656998247665,-112.81414249561917
5,breakout,40,5.0,4.0,1.0,short,2024-01-16 09:44:00-05:00,2024-01-16 10:29:00-05:00,407.3703,410.11,9,-0.7125330737169744,-178.1332684292436
5,breakout,40,5.0,4.0,1.0,short,2024-01-17 09:49:00-05:00,2024-01-17 14:34:00-05:00,403.87,405.77,57,-0.5104484116175856,-127.6121029043964
5,breakout,40,5.0,4.0,1.0,long,2024-01-17 14:44:00-05:00,2024-01-17 15:59:00-05:00,406.51,407.2,15,0.1297375218321806,32.434380458045155
5,breakout,40,5.0,4.0,1.0,short,2024-01-22 10:34:00-05:00,2024-01-22 15:59:00-05:00,422.01,421.72,65,0.02871875074049294,7.179687685123234
5,breakout,40,5.0,4.0,1.0,long,2024-01-23 13:04:00-05:00,2024-01-23 15:59:00-05:00,422.355,423.41,35,0.20978986871233565,52.44746717808391
5,breakout,40,5.0,4.0,1.0,short,2024-01-24 13:49:00-05:00,2024-01-24 15:59:00-05:00,427.7404,425.79,26,0.4159775041123037,103.99437602807593
5,breakout,40,5.0,4.0,1.0,long,2024-01-29 12:39:00-05:00,2024-01-29 15:59:00-05:00,425.645,428.16,40,0.5508679768351632,137.7169942087908
5,breakout,40,5.0,4.0,1.0,short,2024-01-30 12:24:00-05:00,2024-01-30 15:59:00-05:00,425.56,425.21,43,0.04224457185825873,10.561142964564683
5,breakout,40,5.0,4.0,1.0,short,2024-01-31 09:44:00-05:00,2024-01-31 13:09:00-05:00,419.81,420.565,41,-0.21984326242823646,-54.96081560705912
5,breakout,40,5.0,4.0,1.0,long,2024-01-31 13:19:00-05:00,2024-01-31 15:59:00-05:00,420.8701,416.89,32,-0.9856837157118091,-246.42092892795227
5,breakout,40,5.0,4.0,1.0,long,2024-02-02 09:39:00-05:00,2024-02-02 15:34:00-05:00,424.91,429.53,71,1.0472890729801465,261.82226824503664
5,breakout,40,5.0,4.0,1.0,short,2024-02-05 09:39:00-05:00,2024-02-05 14:49:00-05:00,428.81,429.55,62,-0.21257060236468558,-53.142650591171396
5,breakout,40,5.0,4.0,1.0,long,2024-02-07 10:29:00-05:00,2024-02-07 15:54:00-05:00,432.61,431.87,65,-0.21105476063891124,-52.763690159727815
5,breakout,40,5.0,4.0,1.0,short,2024-02-08 14:14:00-05:00,2024-02-08 15:59:00-05:00,432.44,432.8,21,-0.12324854315049368,-30.81213578762342
5,breakout,40,5.0,4.0,1.0,long,2024-02-09 09:59:00-05:00,2024-02-09 15:49:00-05:00,434.71,436.99,70,0.48448758942744696,121.12189735686175
5,breakout,40,5.0,4.0,1.0,short,2024-02-12 13:34:00-05:00,2024-02-12 15:59:00-05:00,437.04,435.31,29,0.35584477393374003,88.96119348343501
5,breakout,40,5.0,4.0,1.0,long,2024-02-13 15:54:00-05:00,2024-02-13 15:59:00-05:00,427.555,428.52,1,0.18570195647342305,46.42548911835576
5,breakout,40,5.0,4.0,1.0,short,2024-02-16 09:54:00-05:00,2024-02-16 14:14:00-05:00,431.23,434.17,52,-0.7217707487883462,-180.44268719708654
5,breakout,40,5.0,4.0,1.0,short,2024-02-20 09:44:00-05:00,2024-02-20 14:39:00-05:00,426.61,425.57,59,0.20378237734700158,50.94559433675039
5,breakout,40,5.0,4.0,1.0,long,2024-02-20 14:54:00-05:00,2024-02-20 15:59:00-05:00,426.02,427.33,13,0.2674973005962267,66.87432514905667
5,breakout,40,5.0,4.0,1.0,short,2024-02-21 14:39:00-05:00,2024-02-21 15:39:00-05:00,422.155,424.38,12,-0.5670575973280068,-141.7643993320017
5,breakout,40,5.0,4.0,1.0,long,2024-02-21 15:44:00-05:00,2024-02-21 15:59:00-05:00,424.54,425.61,3,0.2120374994111174,53.00937485277935
5,breakout,40,5.0,4.0,1.0,short,2024-02-23 10:09:00-05:00,2024-02-23 15:59:00-05:00,438.77,436.75,70,0.4203778745128406,105.09446862821015
5,breakout,40,5.0,4.0,1.0,short,2024-02-27 12:59:00-05:00,2024-02-27 14:14:00-05:00,435.4961,436.885,15,-0.35892363674439487,-89.73090918609871
5,breakout,40,5.0,4.0,1.0,long,2024-02-27 14:24:00-05:00,2024-02-27 15:59:00-05:00,437.36,437.62,19,0.01944759465885685,4.861898664714212
5,breakout,40,5.0,4.0,1.0,short,2024-02-28 09:49:00-05:00,2024-02-28 15:59:00-05:00,434.9887,435.28,74,-0.1069672568505808,-26.7418142126452
5,breakout,40,5.0,4.0,1.0,long,2024-02-29 09:39:00-05:00,2024-02-29 15:59:00-05:00,438.56,439.09,76,0.0808500547245528,20.212513681138198
5,breakout,40,5.0,4.0,1.0,short,2024-03-04 15:54:00-05:00,2024-03-04 15:59:00-05:00,444.03,443.9,1,-0.010722698916736351,-2.6806747291840876
