timeframe_minutes,family,domcycle,leveling,entry_buffer,exit_ratio,final_equity,total_return_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_rate_pct,avg_trade_return_pct,avg_win_pct,avg_loss_pct,avg_holding_bars,long_trade_count,short_trade_count,long_avg_trade_return_pct,short_avg_trade_return_pct,positive_days_pct,positive_years,worst_year_return_pct,best_year_return_pct,avg_low_band,avg_high_band,avg_band_width,avg_long_entry_level,avg_long_exit_level,avg_short_entry_level,avg_short_exit_level,rank_in_timeframe
1,mean_reversion,40,5.0,4.0,1.0,3015.2337119343524,-87.93906515226259,88.82065546928052,-3.133049977235296,0.7544294368161844,5264,51.139817629179326,-0.03930900374169886,0.23614305723482146,-0.3276126383252195,57.651025835866264,2686,2578,-0.039714280065580934,-0.03888674920099022,41.76706827309237,0,-44.12025071533529,-8.81933675546672,38.47186400302694,62.69745889589589,24.22559489287367,34.471864003029836,62.69745889589589,66.69745889590023,38.47186400302694,1
2,breakout,40,5.0,4.0,1.0,12943.494528790212,-48.226021884839156,53.61037382822656,-0.9440097160032931,0.8869057133262883,2663,40.66841907622982,-0.023076675822916733,0.44499255591121084,-0.34391147200523814,52.15020653398423,1317,1346,-0.021892536979569416,-0.024235302016595052,42.489959839357425,1,-26.55489874915996,3.9783690259217757,38.45242763888039,63.036702291024696,24.584274652142632,67.03670229102643,38.45242763888039,34.452427638879456,63.036702291024696,1
5,breakout,40,5.0,4.0,1.0,27467.867551248222,9.871470204992882,22.908030278632662,0.2202826408462743,1.0436856408867101,1117,48.52282900626679,0.011579678647048085,0.5701398418188052,-0.5149239882035479,41.578334825425245,556,561,0.021265785801909607,0.0019799004329605317,36.626506024096386,3,-3.308057985472356,10.447335081767163,38.280628337092885,64.04478496028972,25.7641566232004,68.04478496029013,38.280628337092885,34.28062833709065,64.04478496028972,1
15,breakout,40,15.0,4.0,1.0,31339.493136079876,25.35797254431951,14.618728133815539,0.5798125330270156,1.152890179880174,636,50.62893081761006,0.03834932153784583,0.5711724839303242,-0.5080489532722698,16.13993710691824,309,327,0.06305059763316648,0.01500774871382775,24.97991967871486,4,-9.984746345834138,21.844903252127878,42.18957343576166,61.392409989859,19.20283655409752,65.39240998985855,42.18957343576166,38.18957343576035,61.392409989859,1
30,breakout,30,5.0,4.0,0.5,32308.103348220542,29.23241339288216,7.352680547266366,1.0869156971917606,1.492653992984602,286,54.54545454545454,0.0922890201839205,0.5126354198977685,-0.41212665947269417,7.863636363636363,136,150,0.15359946716331518,0.036700881589270325,12.530120481927712,3,-1.988504198694196,20.211041021812605,36.19863738425349,67.40794375470344,31.20930637044996,71.40794375470315,51.80329056947812,32.19863738425295,51.80329056947812,1
60,breakout,10,10.0,2.0,0.5,30412.373032148105,21.649492128592417,8.451210316182145,0.7037419188057266,1.2243425750272685,505,53.069306930693074,0.040326341908704884,0.41470250952056287,-0.38301886028528853,3.1762376237623764,255,250,0.020229446796240617,0.0608251749234196,21.44578313253012,3,-2.1436302043945967,22.00316853185408,34.14126950008389,71.55313839313496,37.4118688930512,73.55313839313474,52.84720394660961,32.14126950008382,52.84720394660961,1
